id,label,category,type,path,completeness,data_origin,biome_tags,usage_tags,has_biome,has_species_link
lingua_cristallina,i18n:traits.lingua_cristallina.label,Tegumentario/Difensivo,Difensivo,data/traits/difensivo/lingua_cristallina.json,,coverage_q4_2025,pianura_salina_iperarida,tank,true,false
membrana_plastica_continua,i18n:traits.membrana_plastica_continua.label,Difensivo/Camuffamento,Camuffamento,data/traits/difensivo/membrana_plastica_continua.json,,coverage_q4_2025,,tank,true,false
mucose_barofile,i18n:traits.mucose_barofile.label,Tegumentario/Difensivo,Difensivo,data/traits/difensivo/mucose_barofile.json,,coverage_q4_2025,abisso_vulcanico,tank,true,false
pelage_idrorepellente_avanzato,i18n:traits.pelage_idrorepellente_avanzato.label,Difensivo/Termoregolazione,Termoregolazione,data/traits/difensivo/pelage_idrorepellente_avanzato.json,,coverage_q4_2025,,tank,true,false
scudo_gluteale_cheratinizzato,i18n:traits.scudo_gluteale_cheratinizzato.label,Difensivo/Corazza,Corazza,data/traits/difensivo/scudo_gluteale_cheratinizzato.json,,coverage_q4_2025,,tank,true,false
vello_di_assorbimento_totale,i18n:traits.vello_di_assorbimento_totale.label,Difensivo/Camuffamento,Camuffamento,data/traits/difensivo/vello_di_assorbimento_totale.json,,coverage_q4_2025,,tank,true,false
armatura_pietra_planare,i18n:traits.armatura_pietra_planare.label,Difesa/Strutturale,Strutturale,data/traits/difesa/armatura_pietra_planare.json,,pathfinder_dataset,rovine_planari,tank,true,false
mantello_meteoritico,i18n:traits.mantello_meteoritico.label,Difesa/Termoregolazione,Termoregolazione,data/traits/difesa/mantello_meteoritico.json,,pathfinder_dataset,rovine_planari,sustain;tank,true,false
filamenti_digestivi_compattanti,i18n:traits.filamenti_digestivi_compattanti.label,Digestivo/Escretorio,Escretorio,data/traits/digestivo/filamenti_digestivi_compattanti.json,,controllo_psionico,caverna_risonante;falde_magnetiche_psioniche,sustain,true,false
ventriglio_gastroliti,i18n:traits.ventriglio_gastroliti.label,Digestivo/Alimentare,Alimentare,data/traits/digestivo/ventriglio_gastroliti.json,,controllo_psionico,caverna_risonante,sustain,true,false
spore_psichiche_silenziate,i18n:traits.spore_psichiche_silenziate.label,Escretorio/Psichico,Psichico,data/traits/escretorio/spore_psichiche_silenziate.json,,controllo_psionico,caverna_risonante,controller;sustain,true,true
ectotermia_dinamica,i18n:traits.ectotermia_dinamica.label,Fisiologico/Termico,Termico,data/traits/fisiologico/ectotermia_dinamica.json,,incoming_tr1100_pack,,sustain,true,false
filtrazione_osmotica,i18n:traits.filtrazione_osmotica.label,Fisiologico/Idrico,Idrico,data/traits/fisiologico/filtrazione_osmotica.json,,coverage_q4_2025,,sustain,true,false
ipertrofia_muscolare_massiva,i18n:traits.ipertrofia_muscolare_massiva.label,Fisiologico/Metabolico,Metabolico,data/traits/fisiologico/ipertrofia_muscolare_massiva.json,,incoming_tr1100_pack,,sustain,true,false
metabolismo_di_condivisione_energetica,i18n:traits.metabolismo_di_condivisione_energetica.label,Fisiologico/Metabolico,Metabolico,data/traits/fisiologico/metabolismo_di_condivisione_energetica.json,,coverage_q4_2025,,sustain,true,false
motore_biologico_silenzioso,i18n:traits.motore_biologico_silenzioso.label,Fisiologico/Metabolico,Metabolico,data/traits/fisiologico/motore_biologico_silenzioso.json,,coverage_q4_2025,,sustain,true,false
rete_filtro_polmonare,i18n:traits.rete_filtro_polmonare.label,Fisiologico/Respiratorio,Respiratorio,data/traits/fisiologico/rete_filtro_polmonare.json,,coverage_q4_2025,,sustain,true,false
siero_anti_gelo_naturale,i18n:traits.siero_anti_gelo_naturale.label,Fisiologico/Termico,Termico,data/traits/fisiologico/siero_anti_gelo_naturale.json,,coverage_q4_2025,,sustain,true,false
bioantenne_gravitiche,i18n:traits.bioantenne_gravitiche.label,Sensore/Gravitazionale,Gravitazionale,data/traits/frattura_abissale_sinaptica/bioantenne_gravitiche.json,,frattura_abissale_sinaptica,,,true,true
camere_risonanza_abyssal,i18n:traits.camere_risonanza_abyssal.label,Supporto/Risonanza,Risonanza,data/traits/frattura_abissale_sinaptica/camere_risonanza_abyssal.json,,frattura_abissale_sinaptica,,,true,true
canto_risonante,i18n:traits.canto_risonante.label,Temporaneo/Risonanza,Risonanza,data/traits/frattura_abissale_sinaptica/canto_risonante.json,,frattura_abissale_sinaptica,,,true,true
coralli_sinaptici_fotofase,i18n:traits.coralli_sinaptici_fotofase.label,Ambiente/Supporto,Supporto,data/traits/frattura_abissale_sinaptica/coralli_sinaptici_fotofase.json,,frattura_abissale_sinaptica,,,true,false
corazze_ferro_magnetico,i18n:traits.corazze_ferro_magnetico.label,Difesa/Magnetico,Magnetico,data/traits/frattura_abissale_sinaptica/corazze_ferro_magnetico.json,,frattura_abissale_sinaptica,,,true,false
emettitori_voidsong,i18n:traits.emettitori_voidsong.label,Supporto/Anomalia,Anomalia,data/traits/frattura_abissale_sinaptica/emettitori_voidsong.json,,frattura_abissale_sinaptica,,,true,true
emolinfa_conducente,i18n:traits.emolinfa_conducente.label,Supporto/Energetico,Energetico,data/traits/frattura_abissale_sinaptica/emolinfa_conducente.json,,frattura_abissale_sinaptica,,,true,true
filamenti_echo,i18n:traits.filamenti_echo.label,Supporto/Risonanza,Risonanza,data/traits/frattura_abissale_sinaptica/filamenti_echo.json,,frattura_abissale_sinaptica,,,true,true
filamenti_guidalampo,i18n:traits.filamenti_guidalampo.label,Mobilità/Logistica,Logistica,data/traits/frattura_abissale_sinaptica/filamenti_guidalampo.json,,frattura_abissale_sinaptica,,,true,false
ghiandole_mnemoniche,i18n:traits.ghiandole_mnemoniche.label,Supporto/Copia,Copia,data/traits/frattura_abissale_sinaptica/ghiandole_mnemoniche.json,,frattura_abissale_sinaptica,,,true,true
impulsi_bioluminescenti,i18n:traits.impulsi_bioluminescenti.label,Offensivo/Illuminazione,Illuminazione,data/traits/frattura_abissale_sinaptica/impulsi_bioluminescenti.json,,frattura_abissale_sinaptica,,,true,true
lobi_risonanti_crepuscolo,i18n:traits.lobi_risonanti_crepuscolo.label,Risonanza/Crepuscolo,Crepuscolo,data/traits/frattura_abissale_sinaptica/lobi_risonanti_crepuscolo.json,,frattura_abissale_sinaptica,,,true,true
membrane_fotoconvoglianti,i18n:traits.membrane_fotoconvoglianti.label,Difesa/Elettrico,Elettrico,data/traits/frattura_abissale_sinaptica/membrane_fotoconvoglianti.json,,frattura_abissale_sinaptica,,,true,false
nebbia_mnesica,i18n:traits.nebbia_mnesica.label,Controllo/Memoria,Memoria,data/traits/frattura_abissale_sinaptica/nebbia_mnesica.json,,frattura_abissale_sinaptica,,,true,true
nodi_sinaptici_superficiali,i18n:traits.nodi_sinaptici_superficiali.label,Supporto/Sensore,Sensore,data/traits/frattura_abissale_sinaptica/nodi_sinaptici_superficiali.json,,frattura_abissale_sinaptica,,,true,false
organi_metacronici,i18n:traits.organi_metacronici.label,Supporto/Sequenziamento,Sequenziamento,data/traits/frattura_abissale_sinaptica/organi_metacronici.json,,frattura_abissale_sinaptica,,,true,true
pelle_piezo_satura,i18n:traits.pelle_piezo_satura.label,Temporaneo/Difesa,Difesa,data/traits/frattura_abissale_sinaptica/pelle_piezo_satura.json,,frattura_abissale_sinaptica,,,true,true
placca_diffusione_foschia,i18n:traits.placca_diffusione_foschia.label,Difesa/Foschia,Foschia,data/traits/frattura_abissale_sinaptica/placca_diffusione_foschia.json,,frattura_abissale_sinaptica,,,true,false
placche_pressioniche,i18n:traits.placche_pressioniche.label,Difesa/Pressione,Pressione,data/traits/frattura_abissale_sinaptica/placche_pressioniche.json,,frattura_abissale_sinaptica,,,true,false
riverbero_memetico,i18n:traits.riverbero_memetico.label,Temporaneo/Memoria,Memoria,data/traits/frattura_abissale_sinaptica/riverbero_memetico.json,,frattura_abissale_sinaptica,,,true,true
scintilla_sinaptica,i18n:traits.scintilla_sinaptica.label,Temporaneo/Scarica,Scarica,data/traits/frattura_abissale_sinaptica/scintilla_sinaptica.json,,frattura_abissale_sinaptica,,,true,true
secrezioni_antistatiche,i18n:traits.secrezioni_antistatiche.label,Difesa/Antistatico,Antistatico,data/traits/frattura_abissale_sinaptica/secrezioni_antistatiche.json,,frattura_abissale_sinaptica,,,true,false
sensori_planctonici,i18n:traits.sensori_planctonici.label,Analisi/Sensori Planctonici,Sensori Planctonici,data/traits/frattura_abissale_sinaptica/sensori_planctonici.json,,frattura_abissale_sinaptica,,,true,false
spicole_canalizzatrici,i18n:traits.spicole_canalizzatrici.label,Offensivo/Assorbimento,Assorbimento,data/traits/frattura_abissale_sinaptica/spicole_canalizzatrici.json,,frattura_abissale_sinaptica,,,true,false
squame_diffusori_ionici,i18n:traits.squame_diffusori_ionici.label,Difesa/Elettrico,Elettrico,data/traits/frattura_abissale_sinaptica/squame_diffusori_ionici.json,,frattura_abissale_sinaptica,,,true,false
vortice_nera_flash,i18n:traits.vortice_nera_flash.label,Temporaneo/Traslazione,Traslazione,data/traits/frattura_abissale_sinaptica/vortice_nera_flash.json,,frattura_abissale_sinaptica,,,true,true
sacche_galleggianti_ascensoriali,i18n:traits.sacche_galleggianti_ascensoriali.label,Idrostatico/Locomotorio,Locomotorio,data/traits/idrostatico/sacche_galleggianti_ascensoriali.json,,controllo_psionico,canopia_psionica_leggera;orbita_psionica_inversa,scout;tank,true,false
ali_fono_risonanti,i18n:traits.ali_fono_risonanti.label,Locomotivo/Aereo,Aereo,data/traits/locomotivo/ali_fono_risonanti.json,,coverage_q4_2025,,scout;controller,true,true
articolazioni_a_leva_idraulica,i18n:traits.articolazioni_a_leva_idraulica.label,Locomotivo/Terrestre,Terrestre,data/traits/locomotivo/articolazioni_a_leva_idraulica.json,,coverage_q4_2025,,scout,true,false
articolazioni_multiassiali,i18n:traits.articolazioni_multiassiali.label,Locomotivo/Terrestre,Terrestre,data/traits/locomotivo/articolazioni_multiassiali.json,,coverage_q4_2025,,scout,true,false
cinghia_iper_ciliare,i18n:traits.cinghia_iper_ciliare.label,Locomotivo/Terrestre,Terrestre,data/traits/locomotivo/cinghia_iper_ciliare.json,,coverage_q4_2025,,scout,true,false
coda_prensile_muscolare,i18n:traits.coda_prensile_muscolare.label,Locomotivo/Arboricolo,Arboricolo,data/traits/locomotivo/coda_prensile_muscolare.json,,coverage_q4_2025,,scout,true,false
flusso_ameboide_controllato,i18n:traits.flusso_ameboide_controllato.label,Locomotivo/Terrestre,Terrestre,data/traits/locomotivo/flusso_ameboide_controllato.json,,coverage_q4_2025,,scout,true,false
locomozione_miriapode_ibrida,i18n:traits.locomozione_miriapode_ibrida.label,Locomotivo/Terrestre,Terrestre,data/traits/locomotivo/locomozione_miriapode_ibrida.json,,coverage_q4_2025,,scout,true,false
scheletro_idraulico_a_pistoni,i18n:traits.scheletro_idraulico_a_pistoni.label,Locomotivo/Balistico,Balistico,data/traits/locomotivo/scheletro_idraulico_a_pistoni.json,,coverage_q4_2025,,scout,true,false
scheletro_pneumatico_a_maglie,i18n:traits.scheletro_pneumatico_a_maglie.label,Locomotivo/Terrestre,Terrestre,data/traits/locomotivo/scheletro_pneumatico_a_maglie.json,,coverage_q4_2025,,scout,true,false
scivolamento_magnetico,i18n:traits.scivolamento_magnetico.label,Locomotivo/Terrestre,Terrestre,data/traits/locomotivo/scivolamento_magnetico.json,,coverage_q4_2025,,scout,true,false
unghie_a_micro_adesione,i18n:traits.unghie_a_micro_adesione.label,Locomotivo/Arboricolo,Arboricolo,data/traits/locomotivo/unghie_a_micro_adesione.json,,coverage_q4_2025,,scout,true,false
ali_ioniche,i18n:traits.ali_ioniche.label,Locomotorio/Mobilità,Mobilità,data/traits/locomotorio/ali_ioniche.json,,coverage_q4_2025,canopia_ionica,scout,true,false
antenne_wideband,i18n:traits.antenne_wideband.label,Locomotorio/Mobilità,Mobilità,data/traits/locomotorio/antenne_wideband.json,,coverage_q4_2025,steppe_algoritmiche,scout,true,false
artigli_sette_vie,i18n:traits.artigli_sette_vie.label,Locomotorio/Prensile,Prensile,data/traits/locomotorio/artigli_sette_vie.json,,controllo_psionico,caverna_risonante,breaker;scout,true,false
artigli_sghiaccio_glaciale,i18n:traits.artigli_sghiaccio_glaciale.label,Locomotorio/Predatorio,Predatorio,data/traits/locomotorio/artigli_sghiaccio_glaciale.json,,controllo_psionico,calotte_glaciali,breaker;scout,true,false
barbigli_sensori_plasma,i18n:traits.barbigli_sensori_plasma.label,Locomotorio/Mobilità,Mobilità,data/traits/locomotorio/barbigli_sensori_plasma.json,,coverage_q4_2025,stratosfera_tempestosa,scout,true,false
branchie_metalloidi,i18n:traits.branchie_metalloidi.label,Locomotorio/Mobilità,Mobilità,data/traits/locomotorio/branchie_metalloidi.json,,coverage_q4_2025,abisso_vulcanico,scout,true,false
capillari_fotovoltaici,i18n:traits.capillari_fotovoltaici.label,Locomotorio/Mobilità,Mobilità,data/traits/locomotorio/capillari_fotovoltaici.json,,coverage_q4_2025,canopia_ionica,scout,true,false
cartilagine_flessotermica_venti,i18n:traits.cartilagine_flessotermica_venti.label,Locomotorio/Adattivo,Adattivo,data/traits/locomotorio/cartilagine_flessotermica_venti.json,,controllo_psionico,gole_ventose,scout;tank,true,false
chemiorecettori_bromuro,i18n:traits.chemiorecettori_bromuro.label,Locomotorio/Mobilità,Mobilità,data/traits/locomotorio/chemiorecettori_bromuro.json,,coverage_q4_2025,pianura_salina_iperarida,scout,true,false
coda_contrappeso,i18n:traits.coda_contrappeso.label,Locomotorio/Mobilità,Mobilità,data/traits/locomotorio/coda_contrappeso.json,,coverage_q4_2025,mangrovieto_cinetico,scout,true,false
coda_frusta_cinetica,i18n:traits.coda_frusta_cinetica.label,Locomotorio/Difensivo,Difensivo,data/traits/locomotorio/coda_frusta_cinetica.json,,controllo_psionico,falde_magnetiche_psioniche;orbita_psionica_inversa,scout;tank,true,false
cuscinetti_elettrostatici,i18n:traits.cuscinetti_elettrostatici.label,Locomotorio/Mobilità,Mobilità,data/traits/locomotorio/cuscinetti_elettrostatici.json,,coverage_q4_2025,pianura_salina_iperarida,scout,true,false
enzimi_antifase_termica,i18n:traits.enzimi_antifase_termica.label,Locomotorio/Mobilità,Mobilità,data/traits/locomotorio/enzimi_antifase_termica.json,,coverage_q4_2025,caldera_glaciale,scout,true,false
filamenti_termoconduzione,i18n:traits.filamenti_termoconduzione.label,Locomotorio/Mobilità,Mobilità,data/traits/locomotorio/filamenti_termoconduzione.json,,coverage_q4_2025,dorsale_termale_tropicale,scout,true,false
ghiandole_fango_calde,i18n:traits.ghiandole_fango_calde.label,Locomotorio/Mobilità,Mobilità,data/traits/locomotorio/ghiandole_fango_calde.json,,coverage_q4_2025,abisso_vulcanico,scout,true,false
ghiandole_ventosa,i18n:traits.ghiandole_ventosa.label,Locomotorio/Mobilità,Mobilità,data/traits/locomotorio/ghiandole_ventosa.json,,coverage_q4_2025,caldera_glaciale,scout,true,false
linfa_tampone,i18n:traits.linfa_tampone.label,Locomotorio/Mobilità,Mobilità,data/traits/locomotorio/linfa_tampone.json,,coverage_q4_2025,foresta_acida,scout,true,false
mucose_aderenza_sonica,i18n:traits.mucose_aderenza_sonica.label,Locomotorio/Mobilità,Mobilità,data/traits/locomotorio/mucose_aderenza_sonica.json,,coverage_q4_2025,caverna_risonante,scout,true,false
zampe_a_molla,i18n:traits.zampe_a_molla.label,Mobilità/Cinetico,Cinetico,data/traits/locomotorio/zampe_a_molla.json,,controllo_psionico,foresta_miceliale,scout,true,false
zoccoli_risonanti_steppe,i18n:traits.zoccoli_risonanti_steppe.label,Locomotorio/Supporto,Supporto,data/traits/locomotorio/zoccoli_risonanti_steppe.json,,controllo_psionico,steppe_risonanti,scout;support,true,false
rostro_linguale_prensile,i18n:traits.rostro_linguale_prensile.label,Manipolativo/Alimentare,Alimentare,data/traits/manipolativo/rostro_linguale_prensile.json,,coverage_q4_2025,,controller,true,false
antenne_dustsense,i18n:traits.antenne_dustsense.label,Digestivo/Metabolico,Metabolico,data/traits/metabolico/antenne_dustsense.json,,coverage_q4_2025,pianura_salina_iperarida,sustain,true,false
appendici_thermotattiche,i18n:traits.appendici_thermotattiche.label,Digestivo/Metabolico,Metabolico,data/traits/metabolico/appendici_thermotattiche.json,,coverage_q4_2025,abisso_vulcanico,sustain,true,false
batteri_endosimbionti_chemio,i18n:traits.batteri_endosimbionti_chemio.label,Digestivo/Metabolico,Metabolico,data/traits/metabolico/batteri_endosimbionti_chemio.json,,coverage_q4_2025,abisso_vulcanico,sustain,true,false
branchie_solfatiche,i18n:traits.branchie_solfatiche.label,Digestivo/Metabolico,Metabolico,data/traits/metabolico/branchie_solfatiche.json,,coverage_q4_2025,caldera_glaciale,sustain,true,false
carapace_segmenti_logici,i18n:traits.carapace_segmenti_logici.label,Digestivo/Metabolico,Metabolico,data/traits/metabolico/carapace_segmenti_logici.json,,coverage_q4_2025,steppe_algoritmiche,sustain,true,false
circolazione_bifasica_palude,i18n:traits.circolazione_bifasica_palude.label,Metabolico/Resilienza,Resilienza,data/traits/metabolico/circolazione_bifasica_palude.json,,controllo_psionico,paludi_gas_luminescenti,sustain;tank,true,false
circolazione_cooling_loop,i18n:traits.circolazione_cooling_loop.label,Digestivo/Metabolico,Metabolico,data/traits/metabolico/circolazione_cooling_loop.json,,coverage_q4_2025,steppe_algoritmiche,sustain,true,false
coda_stabilizzatrice_filo,i18n:traits.coda_stabilizzatrice_filo.label,Digestivo/Metabolico,Metabolico,data/traits/metabolico/coda_stabilizzatrice_filo.json,,coverage_q4_2025,canopia_ionica,sustain,true,false
criostasi_adattiva,i18n:traits.criostasi_adattiva.label,Metabolico/Difensivo,Difensivo,data/traits/metabolico/criostasi_adattiva.json,,controllo_psionico,canopia_psionica_leggera;orbita_psionica_inversa,sustain;tank,true,false
cuticole_cerose,i18n:traits.cuticole_cerose.label,Digestivo/Metabolico,Metabolico,data/traits/metabolico/cuticole_cerose.json,,controllo_psionico,foresta_miceliale,sustain,true,false
enzimi_chelanti,i18n:traits.enzimi_chelanti.label,Digestivo/Metabolico,Metabolico,data/traits/metabolico/enzimi_chelanti.json,,controllo_psionico,foresta_miceliale,sustain,true,false
flagelli_ancoranti,i18n:traits.flagelli_ancoranti.label,Digestivo/Metabolico,Metabolico,data/traits/metabolico/flagelli_ancoranti.json,,coverage_q4_2025,laguna_bioreattiva,sustain,true,false
ghiandole_grafene,i18n:traits.ghiandole_grafene.label,Digestivo/Metabolico,Metabolico,data/traits/metabolico/ghiandole_grafene.json,,coverage_q4_2025,steppe_algoritmiche,sustain,true,false
grassi_termici,i18n:traits.grassi_termici.label,Digestivo/Metabolico,Metabolico,data/traits/metabolico/grassi_termici.json,,controllo_psionico,foresta_miceliale,sustain,true,false
luminescenza_aurorale,i18n:traits.luminescenza_aurorale.label,Digestivo/Metabolico,Metabolico,data/traits/metabolico/luminescenza_aurorale.json,,coverage_q4_2025,caldera_glaciale,sustain,true,false
sonno_emisferico_alternato,i18n:traits.sonno_emisferico_alternato.label,Nervoso/Omeostatico,Omeostatico,data/traits/nervoso/sonno_emisferico_alternato.json,,controllo_psionico,caverna_risonante,controller;sustain,true,false
antenne_flusso_mareale,i18n:traits.antenne_flusso_mareale.label,Offensivo/Assalto,Assalto,data/traits/offensivo/antenne_flusso_mareale.json,,coverage_q4_2025,laguna_bioreattiva,breaker,true,false
artigli_induzione,i18n:traits.artigli_induzione.label,Offensivo/Assalto,Assalto,data/traits/offensivo/artigli_induzione.json,,coverage_q4_2025,canopia_ionica,breaker,true,false
artigli_ipo_termici,i18n:traits.artigli_ipo_termici.label,Offensivo/Termico,Termico,data/traits/offensivo/artigli_ipo_termici.json,,coverage_q4_2025,,breaker,true,false
