old_id,disposition,new_id_or_fuse_target
ancestor_autocontrollo_distorsione_temporale_fr_03,GLOSS_ONLY,distorsione_temporale
ancestor_autocontrollo_distorsione_temporale_fr_04,DISAMB,distorsione_temporale_6_2
ancestor_autocontrollo_tachipsichia_fr_01,AUTO,tachipsichia
ancestor_autocontrollo_velocita_di_elaborazione_interna_fr_06,DISAMB,velocita_di_elaborazione_interna_predator
ancestor_autocontrollo_velocita_di_elaborazione_interna_fr_07,DISAMB,velocita_di_elaborazione_interna_irascible
ancestor_autocontrollo_velocita_di_elaborazione_interna_fr_08,DISAMB,velocita_di_elaborazione_interna_wildlife
ancestor_comunicazione_auto_rafforzamento_cm_02,AUTO,auto_rafforzamento
ancestor_comunicazione_bisogno_di_attaccamento_bb_hb_01,DISAMB,bisogno_di_attaccamento_bb_hb_01
ancestor_comunicazione_bisogno_di_attaccamento_hb_01,DISAMB,bisogno_di_attaccamento_hb_01
ancestor_comunicazione_bisogno_di_attaccamento_hb_02,DISAMB,bisogno_di_attaccamento_hb_02
ancestor_comunicazione_cinesica_cm_01,AUTO,cinesica
ancestor_comunicazione_comportamento_deimatico_it_01,AUTO,comportamento_deimatico
ancestor_comunicazione_forza_di_volonta_bb_it_01,DEDUP_KEEP,forza_di_volonta
ancestor_comunicazione_forza_di_volonta_bb_it_02,DEDUP_RETIRE,forza_di_volonta
ancestor_comunicazione_forza_di_volonta_bb_it_03,DEDUP_RETIRE,forza_di_volonta
ancestor_comunicazione_imitazione_cm_06,AUTO,imitazione
ancestor_comunicazione_linguaggio_del_corpo_cm_03,AUTO,linguaggio_del_corpo
ancestor_comunicazione_neurone_specchio_cm_05,AUTO,neurone_specchio
ancestor_comunicazione_paura_indotta_it_02,DEDUP_KEEP,paura_indotta
ancestor_comunicazione_paura_indotta_it_03,DEDUP_RETIRE,paura_indotta
ancestor_comunicazione_percezione_del_pericolo_it_04,DEDUP_KEEP,percezione_del_pericolo
ancestor_comunicazione_percezione_del_pericolo_it_05,DEDUP_RETIRE,percezione_del_pericolo
ancestor_comunicazione_sicurezza_sociale_bb_cm_01,AUTO,sicurezza_sociale
ancestor_comunicazione_specie_dominante_it_06,AUTO,specie_dominante
ancestor_comunicazione_unita_del_gruppo_cm_04,DEDUP_KEEP,unita_del_gruppo
ancestor_comunicazione_unita_del_gruppo_cm_07,DEDUP_RETIRE,unita_del_gruppo
ancestor_deambulazione_forza_degli_arti_inferiori_bb_ab_04,DEDUP_KEEP,forza_degli_arti_inferiori
ancestor_deambulazione_forza_degli_arti_inferiori_bb_ab_05,DEDUP_RETIRE,forza_degli_arti_inferiori
ancestor_deambulazione_resistenza_ab_01,AUTO,resistenza
ancestor_deambulazione_resistenza_al_dolore_ab_10,DEDUP_KEEP,resistenza_al_dolore
ancestor_deambulazione_resistenza_al_dolore_ab_11,DEDUP_RETIRE,resistenza_al_dolore
ancestor_deambulazione_resistenza_al_dolore_ab_12,DEDUP_RETIRE,resistenza_al_dolore
ancestor_deambulazione_resistenza_al_movimento_ab_02,DEDUP_KEEP,resistenza_al_movimento
ancestor_deambulazione_resistenza_al_movimento_ab_03,DEDUP_RETIRE,resistenza_al_movimento
ancestor_deambulazione_resistenza_in_arrampicata_ab_04,DEDUP_KEEP,resistenza_in_arrampicata
ancestor_deambulazione_resistenza_in_arrampicata_ab_05,DEDUP_RETIRE,resistenza_in_arrampicata
ancestor_deambulazione_resistenza_in_arrampicata_ab_06,DEDUP_RETIRE,resistenza_in_arrampicata
ancestor_deambulazione_resistenza_nel_trasporto_ab_07,DEDUP_KEEP,resistenza_nel_trasporto
ancestor_deambulazione_resistenza_nel_trasporto_ab_08,DEDUP_RETIRE,resistenza_nel_trasporto
ancestor_deambulazione_resistenza_nel_trasporto_ab_09,DEDUP_RETIRE,resistenza_nel_trasporto
ancestor_deambulazione_soglia_del_dolore_bb_ab_12,DEDUP_KEEP,soglia_del_dolore
ancestor_deambulazione_soglia_del_dolore_bb_ab_13,DEDUP_RETIRE,soglia_del_dolore
ancestor_deambulazione_soglia_del_dolore_bb_ab_14,DEDUP_RETIRE,soglia_del_dolore
ancestor_deambulazione_velocita_di_arrampicata_bb_ab_06,DEDUP_KEEP,velocita_di_arrampicata
ancestor_deambulazione_velocita_di_arrampicata_bb_ab_07,DEDUP_RETIRE,velocita_di_arrampicata
ancestor_deambulazione_velocita_di_arrampicata_bb_ab_08,DEDUP_RETIRE,velocita_di_arrampicata
ancestor_deambulazione_velocita_di_deambulazione_bb_ab_01,DEDUP_KEEP,velocita_di_deambulazione
ancestor_deambulazione_velocita_di_deambulazione_bb_ab_02,DEDUP_RETIRE,velocita_di_deambulazione
ancestor_deambulazione_velocita_di_deambulazione_bb_ab_03,DEDUP_RETIRE,velocita_di_deambulazione
ancestor_deambulazione_velocita_nel_trasporto_bb_ab_09,DEDUP_KEEP,velocita_nel_trasporto
ancestor_deambulazione_velocita_nel_trasporto_bb_ab_10,DEDUP_RETIRE,velocita_nel_trasporto
ancestor_deambulazione_velocita_nel_trasporto_bb_ab_11,DEDUP_RETIRE,velocita_nel_trasporto
ancestor_destrezza_abilita_motoria_fine_al_07,AUTO,abilita_motoria_fine
ancestor_destrezza_abilita_motoria_grossolana_de_05,AUTO,abilita_motoria_grossolana
ancestor_destrezza_capacita_di_trasporto_de_02,DEDUP_KEEP,capacita_di_trasporto
ancestor_destrezza_capacita_di_trasporto_de_03,DEDUP_RETIRE,capacita_di_trasporto
ancestor_destrezza_capacita_di_trasporto_de_04,DEDUP_RETIRE,capacita_di_trasporto
ancestor_destrezza_controllo_della_presa_ha_02,DEDUP_KEEP,controllo_della_presa
ancestor_destrezza_controllo_della_presa_ha_03,DEDUP_RETIRE,controllo_della_presa
ancestor_destrezza_controllo_della_presa_ha_04,DEDUP_RETIRE,controllo_della_presa
ancestor_destrezza_destrezza_manuale_bb_al_01,DEDUP_KEEP,destrezza_manuale
ancestor_destrezza_destrezza_manuale_bb_al_01_2,DEDUP_RETIRE,destrezza_manuale
ancestor_destrezza_destrezza_manuale_bb_al_01_3,DEDUP_RETIRE,destrezza_manuale
ancestor_destrezza_destrezza_manuale_bb_al_01_4,DEDUP_RETIRE,destrezza_manuale
ancestor_destrezza_efficienza_dei_propriocettori_bb_wh_01,DEDUP_KEEP,efficienza_dei_propriocettori
ancestor_destrezza_efficienza_dei_propriocettori_bb_wh_01_2,DEDUP_RETIRE,efficienza_dei_propriocettori
ancestor_destrezza_efficienza_dei_propriocettori_bb_wh_01_3,DEDUP_RETIRE,efficienza_dei_propriocettori
ancestor_destrezza_efficienza_dei_propriocettori_bb_wh_01_4,DEDUP_RETIRE,efficienza_dei_propriocettori
ancestor_destrezza_efficienza_dei_propriocettori_bb_wh_01_5,DEDUP_RETIRE,efficienza_dei_propriocettori
ancestor_destrezza_forza_applicata_de_06,AUTO,forza_applicata
ancestor_destrezza_forza_di_controllo_al_01,DEDUP_KEEP,forza_di_controllo
ancestor_destrezza_forza_di_controllo_al_02,DEDUP_RETIRE,forza_di_controllo
ancestor_destrezza_forza_di_controllo_al_03,DEDUP_RETIRE,forza_di_controllo
ancestor_destrezza_manipolazione_ha_01,AUTO,manipolazione
ancestor_destrezza_manipolazione_oggetti_de_01,AUTO,manipolazione_oggetti
ancestor_destrezza_mira_di_affondo_wh_03,DEDUP_KEEP,mira_di_affondo
ancestor_destrezza_mira_di_affondo_wh_04,DEDUP_RETIRE,mira_di_affondo
ancestor_destrezza_mira_di_affondo_wh_05,DEDUP_RETIRE,mira_di_affondo
ancestor_destrezza_mira_vera_wh_06,AUTO,mira_vera
ancestor_destrezza_presa_vera_ha_05,AUTO,presa_vera
ancestor_destrezza_senso_cinestesico_wh_01,DEDUP_KEEP,senso_cinestesico
ancestor_destrezza_senso_cinestesico_wh_02,DEDUP_RETIRE,senso_cinestesico
ancestor_destrezza_spogliazione_al_04,DEDUP_KEEP,spogliazione
ancestor_destrezza_spogliazione_al_05,DEDUP_RETIRE,spogliazione
ancestor_destrezza_spogliazione_al_06,DEDUP_RETIRE,spogliazione
ancestor_insediamento_bonus_ben_riposato_ne_09,DEDUP_KEEP,bonus_ben_riposato
ancestor_insediamento_bonus_ben_riposato_ne_09_2,DEDUP_RETIRE,bonus_ben_riposato
ancestor_insediamento_costruzione_ne_01,AUTO,costruzione
ancestor_insediamento_efficienza_di_costruzione_ne_02,AUTO,efficienza_di_costruzione
ancestor_insediamento_recupero_del_sonno_ne_08,AUTO,recupero_del_sonno
ancestor_insediamento_sonno_efficienza_curativa_bb_ne_01,DEDUP_KEEP,sonno_efficienza_curativa
ancestor_insediamento_sonno_efficienza_curativa_bb_ne_01_2,DEDUP_RETIRE,sonno_efficienza_curativa
ancestor_insediamento_sonno_efficienza_curativa_bb_ne_01_3,DEDUP_RETIRE,sonno_efficienza_curativa
ancestor_insediamento_sonno_profondo_ne_06,DEDUP_KEEP,sonno_profondo
ancestor_insediamento_sonno_profondo_ne_07,DEDUP_RETIRE,sonno_profondo
ancestor_intelligenza_memoria_a_lungo_termine_bb_in_01,DEDUP_KEEP,memoria_a_lungo_termine
ancestor_intelligenza_memoria_a_lungo_termine_bb_in_01_2,DEDUP_RETIRE,memoria_a_lungo_termine
ancestor_intelligenza_memoria_in_01,AUTO,memoria
ancestor_intelligenza_orientamento_bb_in_05,DISAMB,orientamento_attack_apply_status
ancestor_intelligenza_orientamento_bb_in_05_2,DISAMB,orientamento_attack_apply_status_2
ancestor_intelligenza_orientamento_nello_spazio_bb_in_03,DEDUP_KEEP,orientamento_nello_spazio
ancestor_intelligenza_orientamento_nello_spazio_bb_in_03_2,DEDUP_RETIRE,orientamento_nello_spazio
ancestor_intelligenza_percezione_spaziale_an_01,DEDUP_KEEP,percezione_spaziale
ancestor_intelligenza_percezione_spaziale_an_03,DEDUP_RETIRE,percezione_spaziale
ancestor_intelligenza_percezione_spaziale_an_04,DEDUP_RETIRE,percezione_spaziale
ancestor_intelligenza_riconoscimento_delle_forme_an_05,DEDUP_KEEP,riconoscimento_delle_forme
ancestor_intelligenza_riconoscimento_delle_forme_an_06,DEDUP_RETIRE,riconoscimento_delle_forme
ancestor_intelligenza_riconoscimento_delle_forme_an_07,DEDUP_RETIRE,riconoscimento_delle_forme
ancestor_intelligenza_velocita_di_valutazione_an_02,AUTO,velocita_di_valutazione
ancestor_medicina_preventiva_analgesia_si_01,AUTO,analgesia
ancestor_medicina_preventiva_efficienza_della_coagulazione_esterna_sb_02,DEDUP_KEEP,efficienza_della_coagulazione_esterna
ancestor_medicina_preventiva_efficienza_della_coagulazione_esterna_sb_03,DEDUP_RETIRE,efficienza_della_coagulazione_esterna
ancestor_medicina_preventiva_efficienza_delle_endorfine_bb_si_01,DEDUP_KEEP,efficienza_delle_endorfine
ancestor_medicina_preventiva_efficienza_delle_endorfine_bb_si_02,DEDUP_RETIRE,efficienza_delle_endorfine
ancestor_medicina_preventiva_efficienza_vitamina_k_bb_sb_01,DEDUP_KEEP,efficienza_vitamina_k
ancestor_medicina_preventiva_efficienza_vitamina_k_bb_sb_02,DEDUP_RETIRE,efficienza_vitamina_k
ancestor_medicina_preventiva_immunita_alle_tossine_st_01,AUTO,immunita_alle_tossine
ancestor_medicina_preventiva_metabolismo_xenobiotico_bb_st_03,DISAMB,metabolismo_xenobiotico_damage_reduction
ancestor_medicina_preventiva_metabolismo_xenobiotico_bb_st_04,DISAMB,metabolismo_xenobiotico_damage_reduction_2
ancestor_medicina_preventiva_prevenzione_del_trauma_si_02,DEDUP_KEEP,prevenzione_del_trauma
ancestor_medicina_preventiva_prevenzione_del_trauma_si_03,DEDUP_RETIRE,prevenzione_del_trauma
ancestor_medicina_preventiva_prevenzione_del_trauma_si_04,DEDUP_RETIRE,prevenzione_del_trauma
ancestor_medicina_preventiva_prevenzione_delle_lacerazioni_sb_01,AUTO,prevenzione_delle_lacerazioni
ancestor_medicina_preventiva_resistenza_al_sanguinamento_sb_04,DEDUP_KEEP,resistenza_al_sanguinamento
ancestor_medicina_preventiva_resistenza_al_sanguinamento_sb_05,DEDUP_RETIRE,resistenza_al_sanguinamento
ancestor_medicina_preventiva_resistenza_al_trauma_si_05,DEDUP_KEEP,resistenza_al_trauma
ancestor_medicina_preventiva_resistenza_al_trauma_si_06,DEDUP_RETIRE,resistenza_al_trauma
ancestor_medicina_preventiva_resistenza_al_veleno_st_05,DEDUP_KEEP,resistenza_al_veleno
ancestor_medicina_preventiva_resistenza_al_veleno_st_06,DEDUP_RETIRE,resistenza_al_veleno
ancestor_medicina_preventiva_resistenza_all_avvelenamento_da_cibo_st_10,DEDUP_KEEP,resistenza_all_avvelenamento_da_cibo
ancestor_medicina_preventiva_resistenza_all_avvelenamento_da_cibo_st_11,DEDUP_RETIRE,resistenza_all_avvelenamento_da_cibo
ancestor_medicina_preventiva_resistenza_xenobiotica_bb_st_01,DEDUP_KEEP,resistenza_xenobiotica
ancestor_medicina_preventiva_resistenza_xenobiotica_bb_st_02,DEDUP_RETIRE,resistenza_xenobiotica
ancestor_medicina_preventiva_tolleranza_al_veleno_st_02,DEDUP_KEEP,tolleranza_al_veleno
ancestor_medicina_preventiva_tolleranza_al_veleno_st_03,DEDUP_RETIRE,tolleranza_al_veleno
ancestor_medicina_preventiva_tolleranza_al_veleno_st_04,DEDUP_RETIRE,tolleranza_al_veleno
ancestor_medicina_preventiva_tolleranza_all_avvelenamento_da_cibo_st_07,DEDUP_KEEP,tolleranza_all_avvelenamento_da_cibo
ancestor_medicina_preventiva_tolleranza_all_avvelenamento_da_cibo_st_08,DEDUP_RETIRE,tolleranza_all_avvelenamento_da_cibo
ancestor_medicina_preventiva_tolleranza_all_avvelenamento_da_cibo_st_09,DEDUP_RETIRE,tolleranza_all_avvelenamento_da_cibo
ancestor_medicina_terapeutica_detossificazione_metabolica_ct_01,AUTO,detossificazione_metabolica
ancestor_medicina_terapeutica_efficienza_del_sollievo_dal_trauma_ci_05,AUTO,efficienza_del_sollievo_dal_trauma
ancestor_medicina_terapeutica_efficienza_della_coagulazione_interna_cb_02,DEDUP_KEEP,efficienza_della_coagulazione_interna
ancestor_medicina_terapeutica_efficienza_della_coagulazione_interna_cb_03,DEDUP_RETIRE,efficienza_della_coagulazione_interna
ancestor_medicina_terapeutica_efficienza_della_detossificazione_ct_08,AUTO,efficienza_della_detossificazione
ancestor_medicina_terapeutica_efficienza_idratazione_detossificazione_bb_ct_01,DEDUP_KEEP,efficienza_idratazione_detossificazione
ancestor_medicina_terapeutica_efficienza_idratazione_detossificazione_bb_ct_02,DEDUP_RETIRE,efficienza_idratazione_detossificazione
ancestor_medicina_terapeutica_efficienza_idratazione_detossificazione_bb_ct_03,DEDUP_RETIRE,efficienza_idratazione_detossificazione
ancestor_medicina_terapeutica_eliminazione_del_cibo_avvelenato_ct_05,DEDUP_KEEP,eliminazione_del_cibo_avvelenato
ancestor_medicina_terapeutica_eliminazione_del_cibo_avvelenato_ct_06,DEDUP_RETIRE,eliminazione_del_cibo_avvelenato
ancestor_medicina_terapeutica_eliminazione_del_cibo_avvelenato_ct_07,DEDUP_RETIRE,eliminazione_del_cibo_avvelenato
ancestor_medicina_terapeutica_eliminazione_del_veleno_ct_02,DEDUP_KEEP,eliminazione_del_veleno
ancestor_medicina_terapeutica_eliminazione_del_veleno_ct_03,DEDUP_RETIRE,eliminazione_del_veleno
ancestor_medicina_terapeutica_eliminazione_del_veleno_ct_04,DEDUP_RETIRE,eliminazione_del_veleno
ancestor_medicina_terapeutica_guarigione_delle_ferite_ci_01,AUTO,guarigione_delle_ferite
ancestor_medicina_terapeutica_metabolismo_xenobiotico_bb_ct_04,DISAMB,metabolismo_xenobiotico_apply_status_healing_2
ancestor_medicina_terapeutica_metabolismo_xenobiotico_bb_ct_05,DISAMB,metabolismo_xenobiotico_apply_status_healing_2_2
ancestor_medicina_terapeutica_sollievo_dal_trauma_ci_02,DEDUP_KEEP,sollievo_dal_trauma
ancestor_medicina_terapeutica_sollievo_dal_trauma_ci_03,DEDUP_RETIRE,sollievo_dal_trauma
ancestor_medicina_terapeutica_sollievo_dal_trauma_ci_04,DEDUP_RETIRE,sollievo_dal_trauma
ancestor_medicina_terapeutica_tolleranza_alle_lacerazioni_cb_01,AUTO,tolleranza_alle_lacerazioni
ancestor_medicina_terapeutica_tolleranza_dei_nocicettori_bb_ci_01,DEDUP_KEEP,tolleranza_dei_nocicettori
ancestor_medicina_terapeutica_tolleranza_dei_nocicettori_bb_ci_02,DEDUP_RETIRE,tolleranza_dei_nocicettori
ancestor_medicina_terapeutica_tolleranza_dei_nocicettori_bb_ci_03,DEDUP_RETIRE,tolleranza_dei_nocicettori
ancestor_metabolismo_abilita_analettica_me_02,AUTO,abilita_analettica
ancestor_metabolismo_abilita_profilattica_me_01,AUTO,abilita_profilattica
ancestor_metabolismo_assorbimento_dei_nutrienti_bb_me_01,DEDUP_KEEP,assorbimento_dei_nutrienti
ancestor_metabolismo_assorbimento_dei_nutrienti_bb_me_02,DEDUP_RETIRE,assorbimento_dei_nutrienti
ancestor_motricita_abilita_motoria_ms_01,AUTO,abilita_motoria
ancestor_motricita_anabolismo_bb_wa_01,AUTO,anabolismo
ancestor_motricita_anabolismo_idrico_bb_wa_05,DEDUP_KEEP,anabolismo_idrico
ancestor_motricita_anabolismo_idrico_bb_wa_09,DEDUP_RETIRE,anabolismo_idrico
ancestor_motricita_bipedismo_bi_01,AUTO,bipedismo
ancestor_motricita_controllo_della_stabilita_bb_wa_06,DEDUP_KEEP,controllo_della_stabilita
ancestor_motricita_controllo_della_stabilita_bb_wa_07,DEDUP_RETIRE,controllo_della_stabilita
ancestor_motricita_equilibrio_posturale_wa_11,DEDUP_KEEP,equilibrio_posturale
ancestor_motricita_equilibrio_posturale_wa_12,DEDUP_RETIRE,equilibrio_posturale
ancestor_motricita_equilibriocezione_wa_02,AUTO,equilibriocezione
ancestor_motricita_forza_degli_arti_inferiori_bb_wa_04,DEDUP_RETIRE,forza_degli_arti_inferiori
ancestor_motricita_forza_degli_arti_superiori_bb_wa_08,AUTO,forza_degli_arti_superiori
ancestor_motricita_orientamento_bb_wa_03,DISAMB,orientamento_movement_buff_stat
ancestor_motricita_ortostasi_contestuale_wa_01,AUTO,ortostasi_contestuale
ancestor_motricita_ortostasi_e_sensi_wa_00,AUTO,ortostasi_e_sensi
ancestor_motricita_propriocezione_wa_03,AUTO,propriocezione_2
ancestor_motricita_risposta_acuta_allo_stress_ms_02,AUTO,risposta_acuta_allo_stress
ancestor_motricita_sistema_vestibolare_wa_05,AUTO,sistema_vestibolare
ancestor_motricita_stabilita_medio_laterale_wa_09,AUTO,stabilita_medio_laterale
ancestor_motricita_velocita_bb_wa_02,AUTO,velocita
ancestor_nuoto_forza_di_bracciata_bb_sw_01,DEDUP_KEEP,forza_di_bracciata
ancestor_nuoto_forza_di_bracciata_bb_sw_01_2,DEDUP_RETIRE,forza_di_bracciata
ancestor_nuoto_idrodinamica_sw_03,AUTO,idrodinamica
ancestor_nuoto_locomozione_acquatica_sw_01,AUTO,locomozione_acquatica
ancestor_nuoto_resistenza_al_nuoto_sw_02,AUTO,resistenza_al_nuoto
ancestor_onnivoro_acclimatazione_ai_funghi_eumycota_om_01,DEDUP_KEEP,acclimatazione_ai_funghi_eumycota
ancestor_onnivoro_acclimatazione_ai_funghi_eumycota_om_02,DEDUP_RETIRE,acclimatazione_ai_funghi_eumycota
ancestor_onnivoro_acclimatazione_al_cibo_dei_mammiferi_om_07,DEDUP_KEEP,acclimatazione_al_cibo_dei_mammiferi
ancestor_onnivoro_acclimatazione_al_cibo_dei_mammiferi_om_08,DEDUP_RETIRE,acclimatazione_al_cibo_dei_mammiferi
ancestor_onnivoro_acclimatazione_al_cibo_oviparo_om_05,DEDUP_KEEP,acclimatazione_al_cibo_oviparo
ancestor_onnivoro_acclimatazione_al_cibo_oviparo_om_06,DEDUP_RETIRE,acclimatazione_al_cibo_oviparo
ancestor_onnivoro_acclimatazione_al_cibo_zigotico_om_03,DEDUP_KEEP,acclimatazione_al_cibo_zigotico
ancestor_onnivoro_acclimatazione_al_cibo_zigotico_om_04,DEDUP_RETIRE,acclimatazione_al_cibo_zigotico
ancestor_onnivoro_metabolismo_xenobiotico_bb_om_01,DISAMB,metabolismo_xenobiotico_apply_status_fed_3
ancestor_onnivoro_metabolismo_xenobiotico_bb_om_02,DISAMB,metabolismo_xenobiotico_apply_status_fed_3_2
ancestor_onnivoro_onnivoro_om_09,AUTO,onnivoro
ancestor_orrorin_tugenensis_aspettativa_di_vita_lf_01,DEDUP_KEEP,aspettativa_di_vita
ancestor_orrorin_tugenensis_controllo_attentivo_cc_02,AUTO,controllo_attentivo
ancestor_orrorin_tugenensis_controllo_cognitivo_cc_01,AUTO,controllo_cognitivo
ancestor_orrorin_tugenensis_encefalizzazione_np_01,DEDUP_KEEP,encefalizzazione
ancestor_orrorin_tugenensis_via_mesocorticale_dp_01,AUTO,via_mesocorticale
ancestor_orrorin_tugenensis_vie_dopaminergiche_dp_02,DEDUP_KEEP,vie_dopaminergiche
ancestor_orrorin_tugenensis_vie_dopaminergiche_dp_03,DEDUP_RETIRE,vie_dopaminergiche
ancestor_orrorin_tugenensis_vie_dopaminergiche_dp_04,DEDUP_RETIRE,vie_dopaminergiche
ancestor_schivata_atarassia_do_06,AUTO,atarassia
ancestor_schivata_azione_evasiva_bb_do_03,DISAMB,azione_evasiva_irascible
ancestor_schivata_azione_evasiva_do_02,DISAMB,azione_evasiva_predator
ancestor_schivata_azione_evasiva_do_04,DISAMB,azione_evasiva_wildlife
ancestor_schivata_preservazione_di_gruppo_do_07,AUTO,preservazione_di_gruppo
ancestor_schivata_riflesso_di_ritiro_do_05,AUTO,riflesso_di_ritiro
ancestor_schivata_risposta_di_fuga_do_01,AUTO,risposta_di_fuga
ancestor_schivata_via_infundibolare_bb_do_01,AUTO,via_infundibolare
ancestor_schivata_via_infundibolare_bb_do_02,GLOSS_ONLY,via_infundibolare_2
ancestor_schivata_via_infundibolare_bb_do_03_2,GLOSS_ONLY,via_infundibolare_3
ancestor_sensi_acuita_chemorecettiva_so_02,AUTO,acuita_chemorecettiva
ancestor_sensi_chemotopia_delle_minacce_so_13,DEDUP_KEEP,chemotopia_delle_minacce
ancestor_sensi_chemotopia_delle_minacce_so_14,DEDUP_RETIRE,chemotopia_delle_minacce
ancestor_sensi_chemotopia_delle_minacce_so_15,DEDUP_RETIRE,chemotopia_delle_minacce
ancestor_sensi_chemotopia_odoranti_so_09,DEDUP_KEEP,chemotopia_odoranti
ancestor_sensi_chemotopia_odoranti_so_10,DEDUP_RETIRE,chemotopia_odoranti
ancestor_sensi_chemotopia_odoranti_so_11,DEDUP_RETIRE,chemotopia_odoranti
ancestor_sensi_chemotopia_odoranti_so_12,DEDUP_RETIRE,chemotopia_odoranti
ancestor_sensi_consapevolezza_sonora_ss_10,DEDUP_KEEP,consapevolezza_sonora
ancestor_sensi_consapevolezza_sonora_ss_10_2,DEDUP_RETIRE,consapevolezza_sonora
ancestor_sensi_consapevolezza_sonora_ss_10_3,DEDUP_RETIRE,consapevolezza_sonora
ancestor_sensi_differenza_temporale_interaurale_ss_02,DEDUP_KEEP,differenza_temporale_interaurale
ancestor_sensi_differenza_temporale_interaurale_ss_03,DEDUP_RETIRE,differenza_temporale_interaurale
ancestor_sensi_differenza_temporale_interaurale_ss_04,DEDUP_RETIRE,differenza_temporale_interaurale
ancestor_sensi_identificazione_odoranti_so_06,DEDUP_KEEP,identificazione_odoranti
ancestor_sensi_identificazione_odoranti_so_07,DEDUP_RETIRE,identificazione_odoranti
ancestor_sensi_localizzazione_delle_minacce_so_03,DEDUP_KEEP,localizzazione_delle_minacce
ancestor_sensi_localizzazione_delle_minacce_so_04,DEDUP_RETIRE,localizzazione_delle_minacce
ancestor_sensi_localizzazione_sonora_ss_01,AUTO,localizzazione_sonora
ancestor_sensi_memoria_ecoica_bb_ss_01,DEDUP_KEEP,memoria_ecoica
