source,slug,trait_code,label,tier,legacy_flag,data_origin,sinergie,env_biomes
external_evo,zanne_idracida,TR-1501,Zanne Idracida,T4,0,,articolazioni_a_leva_idraulica;seta_conduttiva_elettrica,terrestre
external_evo,seta_conduttiva_elettrica,TR-1502,Seta Conduttiva Elettrica,T4,0,,zanne_idracida,terrestre
external_evo,articolazioni_a_leva_idraulica,TR-1503,Articolazioni a Leva Idraulica,T3,0,,zanne_idracida,terrestre
external_evo,filtrazione_osmotica,TR-1504,Filtrazione Osmotica,T2,0,,zanne_idracida,terrestre
external_evo,occhi_analizzatori_di_tensione,TR-1505,Occhi Analizzatori di Tensione,T2,0,,seta_conduttiva_elettrica,terrestre
external_evo,membrana_plastica_continua,TR-1601,Membrana Plastica Continua,T3,0,,flusso_ameboide_controllato,terrestre
external_evo,flusso_ameboide_controllato,TR-1602,Flusso Ameboide Controllato,T2,0,,membrana_plastica_continua,terrestre
external_evo,fagocitosi_assorbente,TR-1603,Fagocitosi Assorbente,T3,0,,membrana_plastica_continua,terrestre
external_evo,moltiplicazione_per_fusione,TR-1604,Moltiplicazione per Fusione,T2,0,,membrana_plastica_continua,terrestre
external_evo,cisti_di_ibernazione_minerale,TR-1605,Cisti di Ibernazione Minerale,T2,0,,moltiplicazione_per_fusione,terrestre
external_evo,ali_fono_risonanti,TR-1701,Ali Fono-Risonanti,T3,0,,campo_di_interferenza_acustica;cannone_sonico_a_raggio,terrestre
external_evo,cannone_sonico_a_raggio,TR-1702,Cannone Sonico a Raggio,T4,0,,ali_fono_risonanti,terrestre
external_evo,campo_di_interferenza_acustica,TR-1703,Campo di Interferenza Acustica,T3,0,,ali_fono_risonanti,terrestre
external_evo,cervello_a_bassa_latenza,TR-1704,Cervello a Bassa Latenza,T3,0,,ali_fono_risonanti,terrestre
external_evo,occhi_cinetici,TR-1705,Occhi Cinetici,T2,0,,cannone_sonico_a_raggio,terrestre
external_evo,integumento_bipolare,TR-1801,Integumento Bipolare,T3,0,,scivolamento_magnetico,terrestre
external_evo,elettromagnete_biologico,TR-1802,Elettromagnete Biologico,T4,0,,integumento_bipolare,terrestre
external_evo,scivolamento_magnetico,TR-1803,Scivolamento Magnetico,T3,0,,integumento_bipolare,terrestre
external_evo,filtro_metallofago,TR-1804,Filtro Metallofago,T2,0,,elettromagnete_biologico,terrestre
external_evo,bozzolo_magnetico,TR-1805,Bozzolo Magnetico,T2,0,,integumento_bipolare,terrestre
external_evo,vello_di_assorbimento_totale,TR-1901,Vello di Assorbimento Totale,T3,0,,visione_multi_spettrale_amplificata,terrestre
external_evo,visione_multi_spettrale_amplificata,TR-1902,Visione Multi-Spettrale Amplificata,T3,0,,vello_di_assorbimento_totale,terrestre
external_evo,motore_biologico_silenzioso,TR-1903,Motore Biologico Silenzioso,T2,0,,vello_di_assorbimento_totale,terrestre
external_evo,artigli_ipo_termici,TR-1904,Artigli Ipo-Termici,T3,0,,visione_multi_spettrale_amplificata,terrestre
external_evo,comunicazione_fotonica_coda_coda,TR-1905,Comunicazione Fotonica Coda-Coda,T2,0,,vello_di_assorbimento_totale,terrestre
external_evo,corna_psico_conduttive,TR-2001,Corna Psico-Conduttive,T3,0,,coscienza_dalveare_diffusa,terrestre
external_evo,coscienza_dalveare_diffusa,TR-2002,Coscienza d’Alveare Diffusa,T4,0,,corna_psico_conduttive,terrestre
external_evo,aura_di_dispersione_mentale,TR-2003,Aura di Dispersione Mentale,T3,0,,corna_psico_conduttive,terrestre
external_evo,metabolismo_di_condivisione_energetica,TR-2004,Metabolismo di Condivisione Energetica,T3,0,,corna_psico_conduttive,terrestre
external_evo,unghie_a_micro_adesione,TR-2005,Unghie a Micro-Adesione,T2,0,,corna_psico_conduttive,terrestre
external_evo,traits_aggregate,traits_aggregate,,,0,,,
legacy_index,ali_fulminee,,Ali Fulminee,T1,0,coverage_q4_2025,focus_frazionato;sinapsi_coraline_polifoniche,stratosfera_tempestosa
legacy_index,ali_ioniche,,Ali Ioniche,T1,0,coverage_q4_2025,coda_frusta_cinetica;zampe_a_molla,canopia_ionica
legacy_index,ali_membrana_sonica,,Ali Membrana Sonica,T1,0,coverage_q4_2025,carapace_fase_variabile;mimetismo_cromatico_passivo,caverna_risonante
legacy_index,antenne_dustsense,,Antenne Dustsense,T1,0,coverage_q4_2025,filamenti_digestivi_compattanti;ventriglio_gastroliti,pianura_salina_iperarida
legacy_index,antenne_eco_turbina,,Antenne Eco Turbina,T1,0,coverage_q4_2025,empatia_coordinativa;risonanza_di_branco,dorsale_termale_tropicale
legacy_index,antenne_flusso_mareale,,Antenne Flusso Mareale,T1,0,coverage_q4_2025,coda_frusta_cinetica;sangue_piroforico,laguna_bioreattiva
legacy_index,antenne_microonde_cavernose,,Antenne Microonde Cavernose,T1,0,coverage_q4_2025,pianificatore;tattiche_di_branco,caverna_risonante
legacy_index,antenne_plasmatiche_tempesta,,Antenne Plasmatiche di Tempesta,T3,1,controllo_psionico,carapace_luminiscente_abissale;focus_frazionato;risonanza_di_branco;sinapsi_coraline_polifoniche,cicloni_psionici
legacy_index,antenne_reagenti,,Antenne Reagenti,T1,0,coverage_q4_2025,mucillagine_simbionte_mangrovie;nodi_micorrizici_oracolari,foresta_acida
legacy_index,antenne_tesla,,Antenne Tesla,T1,0,coverage_q4_2025,scheletro_idro_regolante;struttura_elastica_amorfa,canopia_ionica
legacy_index,antenne_waveguide,,Antenne Waveguide,T1,0,coverage_q4_2025,focus_frazionato;sinapsi_coraline_polifoniche,reef_luminescente
legacy_index,antenne_wideband,,Antenne Wideband,T1,0,coverage_q4_2025,coda_frusta_cinetica;zampe_a_molla,steppe_algoritmiche
legacy_index,appendici_risonanti_marea,,Appendici Risonanti Marea,T1,0,coverage_q4_2025,carapace_fase_variabile;mimetismo_cromatico_passivo,laguna_bioreattiva
legacy_index,appendici_thermotattiche,,Appendici Thermotattiche,T1,0,coverage_q4_2025,filamenti_digestivi_compattanti;ventriglio_gastroliti,abisso_vulcanico
legacy_index,armatura_pietra_planare,,Armatura di Pietra Planare,T2,1,pathfinder_dataset,carapace_fase_variabile,rovine_planari
legacy_index,artigli_acidofagi,,Artigli Acidofagi,T1,0,coverage_q4_2025,empatia_coordinativa;risonanza_di_branco,foresta_acida
legacy_index,artigli_induzione,,Artigli Induzione,T1,0,coverage_q4_2025,coda_frusta_cinetica;sangue_piroforico,canopia_ionica
legacy_index,artigli_radice,,Artigli Radice,T1,0,coverage_q4_2025,pianificatore;tattiche_di_branco,mangrovieto_cinetico
legacy_index,artigli_scivolo_silente,,Artigli Scivolo Silente,T1,0,coverage_q4_2025,mucillagine_simbionte_mangrovie;nodi_micorrizici_oracolari,caverna_risonante
legacy_index,artigli_sette_vie,,Artigli a Sette Vie,T1,1,controllo_psionico,coda_frusta_cinetica;mimetismo_cromatico_passivo;struttura_elastica_amorfa;tattiche_di_branco,caverna_risonante
legacy_index,artigli_sghiaccio_glaciale,,Artigli Sghiaccio Glaciale,T2,1,controllo_psionico,cartilagine_flessotermica_venti;sonno_emisferico_alternato;zampe_a_molla,calotte_glaciali
legacy_index,artigli_vetrificati,,Artigli Vetrificati,T1,0,coverage_q4_2025,scheletro_idro_regolante;struttura_elastica_amorfa,caldera_glaciale
legacy_index,aura_scudo_radianza,,Aura Scudo di Radianza,T3,1,pathfinder_dataset,empatia_coordinativa;risonanza_di_branco,rovine_planari
legacy_index,baffi_mareomotori,,Baffi Mareomotori,T1,0,coverage_q4_2025,focus_frazionato;sinapsi_coraline_polifoniche,mangrovieto_cinetico
legacy_index,barbigli_sensori_plasma,,Barbigli Sensori Plasma,T1,0,coverage_q4_2025,coda_frusta_cinetica;zampe_a_molla,stratosfera_tempestosa
legacy_index,barriere_miasma_glaciale,,Barriere Miasma Glaciale,T1,0,coverage_q4_2025,carapace_fase_variabile;mimetismo_cromatico_passivo,caldera_glaciale
legacy_index,batteri_endosimbionti_chemio,,Batteri Endosimbionti Chemio,T1,0,coverage_q4_2025,filamenti_digestivi_compattanti;ventriglio_gastroliti,abisso_vulcanico
legacy_index,batteri_termofili_endosimbiosi,,Batteri Termofili Endosimbiosi,T1,0,coverage_q4_2025,empatia_coordinativa;risonanza_di_branco,dorsale_termale_tropicale
legacy_index,biochip_memoria,,Biochip Memoria,T1,0,coverage_q4_2025,coda_frusta_cinetica;sangue_piroforico,steppe_algoritmiche
legacy_index,biofilm_glow,,Biofilm Glow,T1,0,coverage_q4_2025,pianificatore;tattiche_di_branco,reef_luminescente
legacy_index,biofilm_iperarido,,Biofilm Iperarido,T1,0,coverage_q4_2025,mucillagine_simbionte_mangrovie;nodi_micorrizici_oracolari,pianura_salina_iperarida
legacy_index,branchie_dual_mode,,Branchie Dual Mode,T1,0,coverage_q4_2025,scheletro_idro_regolante;struttura_elastica_amorfa,laguna_bioreattiva
legacy_index,branchie_eoliche,,Branchie Eoliche,T1,0,coverage_q4_2025,focus_frazionato;sinapsi_coraline_polifoniche,stratosfera_tempestosa
legacy_index,branchie_metalloidi,,Branchie Metalloidi,T1,0,coverage_q4_2025,coda_frusta_cinetica;zampe_a_molla,abisso_vulcanico
legacy_index,branchie_microfiltri,,Branchie Microfiltri,T1,0,coverage_q4_2025,carapace_fase_variabile;mimetismo_cromatico_passivo,reef_luminescente
legacy_index,branchie_osmotiche_salmastra,,Branchie Osmotiche Salmastre,T2,1,controllo_psionico,mucillagine_simbionte_mangrovie;scheletro_idro_regolante,delta_salmastri
legacy_index,branchie_solfatiche,,Branchie Solfatiche,T1,0,coverage_q4_2025,filamenti_digestivi_compattanti;ventriglio_gastroliti,caldera_glaciale
legacy_index,branchie_turbina,,Branchie Turbina,T1,0,coverage_q4_2025,empatia_coordinativa;risonanza_di_branco,dorsale_termale_tropicale
legacy_index,bulbi_radici_permafrost,,Bulbi Radici del Permafrost,T2,1,controllo_psionico,chioma_parassita_canopica;nodi_micorrizici_oracolari;vello_condensatore_nebbie,permafrost_psionico
legacy_index,camere_anticorrosione,,Camere Anticorrosione,T1,0,coverage_q4_2025,coda_frusta_cinetica;sangue_piroforico,foresta_acida
legacy_index,camere_mirage,,Camere Mirage,T1,0,coverage_q4_2025,pianificatore;tattiche_di_branco,pianura_salina_iperarida
legacy_index,camere_nutrienti_vent,,Camere Nutrienti Vent,T1,0,coverage_q4_2025,mucillagine_simbionte_mangrovie;nodi_micorrizici_oracolari,dorsale_termale_tropicale
legacy_index,capillari_criogenici,,Capillari Criogenici,T1,0,coverage_q4_2025,scheletro_idro_regolante;struttura_elastica_amorfa,caldera_glaciale
legacy_index,capillari_fluoridici,,Capillari Fluoridici,T1,0,coverage_q4_2025,focus_frazionato;sinapsi_coraline_polifoniche,foresta_acida
legacy_index,capillari_fotovoltaici,,Capillari Fotovoltaici,T1,0,coverage_q4_2025,coda_frusta_cinetica;zampe_a_molla,canopia_ionica
legacy_index,capsule_paracadute,,Capsule Paracadute,T1,0,coverage_q4_2025,carapace_fase_variabile;mimetismo_cromatico_passivo,stratosfera_tempestosa
legacy_index,carapace_fase_variabile,,Carapace a Variazione di Fase,T1,1,controllo_psionico,ali_membrana_sonica;appendici_risonanti_marea;armatura_pietra_planare;barriere_miasma_glaciale;branchie_microfiltri;capsule_paracadute;cartilagine_flessotermica_venti;circolazione_bifasica;coda_coppia_retroattiva;cute_resistente_sali;enzimi_antipredatori_algali;filtri_planctonici;ghiandole_fango_coesivo;giunti_antitorsione;lingua_cristallina;mantello_meteoritico;mucose_barofile;sensori_geomagnetici,canopia_psionica_leggera;falde_magnetiche_psioniche
legacy_index,carapace_luminiscente_abissale,,Carapace Luminiscente Abissale,T3,1,controllo_psionico,antenne_plasmatiche_tempesta;risonanza_di_branco;sinapsi_coraline_polifoniche,abisso_luminescente
legacy_index,carapace_segmenti_logici,,Carapace Segmenti Logici,T1,0,coverage_q4_2025,filamenti_digestivi_compattanti;ventriglio_gastroliti,steppe_algoritmiche
legacy_index,carapaci_ferruginosi,,Carapaci Ferruginosi,T1,0,coverage_q4_2025,empatia_coordinativa;risonanza_di_branco,abisso_vulcanico
legacy_index,cartilagine_flessotermica_venti,,Cartilagine Flessotermica dei Venti,T2,1,controllo_psionico,artigli_sghiaccio_glaciale;carapace_fase_variabile;sacche_galleggianti_ascensoriali;zoccoli_risonanti_steppe,gole_ventose
legacy_index,cartilagini_biofibre,,Cartilagini Biofibre,T1,0,coverage_q4_2025,coda_frusta_cinetica;sangue_piroforico,reef_luminescente
legacy_index,cartilagini_desertiche,,Cartilagini Desertiche,T1,0,coverage_q4_2025,pianificatore;tattiche_di_branco,pianura_salina_iperarida
legacy_index,cartilagini_flessoacustiche,,Cartilagini Flessoacustiche,T1,0,coverage_q4_2025,mucillagine_simbionte_mangrovie;nodi_micorrizici_oracolari,caverna_risonante
legacy_index,cartilagini_pseudometalliche,,Cartilagini Pseudometalliche,T1,0,coverage_q4_2025,scheletro_idro_regolante;struttura_elastica_amorfa,abisso_vulcanico
legacy_index,cavita_risonanti_tundra,,Cavità Risonanti della Tundra,T1,1,controllo_psionico,criostasi_adattiva;eco_interno_riflesso;empatia_coordinativa;risonanza_di_branco,tundra_risonante
legacy_index,cervelletto_equilibrio_statico,,Cervelletto Equilibrio Statico,T1,0,coverage_q4_2025,focus_frazionato;sinapsi_coraline_polifoniche,canopia_ionica
legacy_index,chemiorecettori_bromuro,,Chemiorecettori Bromuro,T1,0,coverage_q4_2025,coda_frusta_cinetica;zampe_a_molla,pianura_salina_iperarida
legacy_index,chioma_parassita_canopica,,Chioma Parassita Canopica,T1,1,controllo_psionico,bulbi_radici_permafrost;nodi_micorrizici_oracolari,canopie_sospese
legacy_index,circolazione_bifasica,,Circolazione Bifasica,T1,0,coverage_q4_2025,carapace_fase_variabile;mimetismo_cromatico_passivo,caldera_glaciale
legacy_index,circolazione_bifasica_palude,,Circolazione Bifasica di Palude,T2,1,controllo_psionico,mucillagine_simbionte_mangrovie,paludi_gas_luminescenti
legacy_index,circolazione_cooling_loop,,Circolazione Cooling Loop,T1,0,coverage_q4_2025,filamenti_digestivi_compattanti;ventriglio_gastroliti,steppe_algoritmiche
legacy_index,circolazione_doppia,,Circolazione Doppia,T1,0,coverage_q4_2025,empatia_coordinativa;risonanza_di_branco,dorsale_termale_tropicale
legacy_index,circolazione_supercritica,,Circolazione Supercritica,T1,0,coverage_q4_2025,coda_frusta_cinetica;sangue_piroforico,abisso_vulcanico
legacy_index,ciste_riduttive,,Ciste Riduttive,T1,0,coverage_q4_2025,pianificatore;tattiche_di_branco,laguna_bioreattiva
legacy_index,ciste_salmastre,,Ciste Salmastre,T1,0,coverage_q4_2025,mucillagine_simbionte_mangrovie;nodi_micorrizici_oracolari,pianura_salina_iperarida
legacy_index,cisti_iperbariche,,Cisti Iperbariche,T1,0,coverage_q4_2025,scheletro_idro_regolante;struttura_elastica_amorfa,abisso_vulcanico
legacy_index,coda_balanciere,,Coda Balanciere,T1,0,coverage_q4_2025,focus_frazionato;sinapsi_coraline_polifoniche,caverna_risonante
legacy_index,coda_contrappeso,,Coda Contrappeso,T1,0,coverage_q4_2025,coda_frusta_cinetica;zampe_a_molla,mangrovieto_cinetico
legacy_index,coda_coppia_retroattiva,,Coda Coppia Retroattiva,T1,0,coverage_q4_2025,carapace_fase_variabile;mimetismo_cromatico_passivo,steppe_algoritmiche
legacy_index,coda_frusta_cinetica,,Coda a Frusta Cinetica,T1,1,controllo_psionico,ali_ioniche;antenne_flusso_mareale;antenne_wideband;artigli_induzione;artigli_sette_vie;barbigli_sensori_plasma;biochip_memoria;branchie_metalloidi;camere_anticorrosione;capillari_fotovoltaici;cartilagini_biofibre;chemiorecettori_bromuro;circolazione_supercritica;coda_contrappeso;coda_stabilizzatrice_vortex;cuscinetti_elettrostatici;denti_chelatanti;enzimi_antifase_termica;enzimi_metanoossidanti;filamenti_termoconduzione;foliaggio_spugna;ghiandole_fango_calde;ghiandole_iodoattive;ghiandole_ventosa;gusci_magnesio;linfa_tampone;mantelli_geotermici;mucose_aderenza_sonica,falde_magnetiche_psioniche;orbita_psionica_inversa
legacy_index,coda_stabilizzatrice_filo,,Coda Stabilizzatrice Filo,T1,0,coverage_q4_2025,filamenti_digestivi_compattanti;ventriglio_gastroliti,canopia_ionica
legacy_index,coda_stabilizzatrice_geiser,,Coda Stabilizzatrice Geiser,T1,0,coverage_q4_2025,empatia_coordinativa;risonanza_di_branco,dorsale_termale_tropicale
legacy_index,coda_stabilizzatrice_vortex,,Coda Stabilizzatrice Vortex,T1,0,coverage_q4_2025,coda_frusta_cinetica;sangue_piroforico,stratosfera_tempestosa
legacy_index,colonne_vibromagnetiche,,Colonne Vibromagnetiche,T1,0,coverage_q4_2025,pianificatore;tattiche_di_branco,caverna_risonante
legacy_index,coralli_partner,,Coralli Partner,T1,0,coverage_q4_2025,mucillagine_simbionte_mangrovie;nodi_micorrizici_oracolari,reef_luminescente
legacy_index,criostasi_adattiva,,Criostasi,T1,1,controllo_psionico,cavita_risonanti_tundra,canopia_psionica_leggera;orbita_psionica_inversa
legacy_index,cromofori_alert_acido,,Cromofori Alert Acido,T1,0,coverage_q4_2025,scheletro_idro_regolante;struttura_elastica_amorfa,foresta_acida
legacy_index,cuore_multicamera_bassa_pressione,,Cuore Multicamera Bassa Pressione,T1,0,coverage_q4_2025,focus_frazionato;sinapsi_coraline_polifoniche,stratosfera_tempestosa
legacy_index,cuscinetti_elettrostatici,,Cuscinetti Elettrostatici,T1,0,coverage_q4_2025,coda_frusta_cinetica;zampe_a_molla,pianura_salina_iperarida
legacy_index,cute_resistente_sali,,Cute Resistente Sali,T2,0,coverage_q4_2025,carapace_fase_variabile;mimetismo_cromatico_passivo,badlands
legacy_index,cuticole_cerose,,Cuticole Cerose,T1,1,controllo_psionico,filamenti_digestivi_compattanti;ventriglio_gastroliti,
legacy_index,cuticole_neutralizzanti,,Cuticole Neutralizzanti,T1,0,coverage_q4_2025,empatia_coordinativa;risonanza_di_branco,foresta_acida
legacy_index,denti_chelatanti,,Denti Chelatanti,T1,0,coverage_q4_2025,coda_frusta_cinetica;sangue_piroforico,foresta_acida
legacy_index,denti_ossidoferro,,Denti Ossidoferro,T1,0,coverage_q4_2025,pianificatore;tattiche_di_branco,abisso_vulcanico
legacy_index,denti_silice_termici,,Denti Silice Termici,T1,0,coverage_q4_2025,mucillagine_simbionte_mangrovie;nodi_micorrizici_oracolari,dorsale_termale_tropicale
legacy_index,denti_tuning_fork,,Denti Tuning Fork,T1,0,coverage_q4_2025,scheletro_idro_regolante;struttura_elastica_amorfa,caverna_risonante
legacy_index,echi_risonanti,,Echi Risonanti,T1,0,coverage_q4_2025,focus_frazionato;sinapsi_coraline_polifoniche,caverna_risonante
legacy_index,eco_interno_riflesso,,Riflesso dell'Eco Interno,T2,1,controllo_psionico,cavita_risonanti_tundra;olfatto_risonanza_magnetica;sensori_geomagnetici,canopia_psionica_leggera;falde_magnetiche_psioniche
legacy_index,empatia_coordinativa,,Empatia Coordinativa,T1,1,controllo_psionico,antenne_eco_turbina;artigli_acidofagi;aura_scudo_radianza;batteri_termofili_endosimbiosi;branchie_turbina;carapaci_ferruginosi;cavita_risonanti_tundra;circolazione_doppia;coda_stabilizzatrice_geiser;cuticole_neutralizzanti;enzimi_chelatori_rapidi;foliage_fotocatodico;ghiandole_inchiostro_luce;gusci_criovetro;luminescenza_hydrotermica,
legacy_index,enzimi_antifase_termica,,Enzimi Antifase Termica,T1,0,coverage_q4_2025,coda_frusta_cinetica;zampe_a_molla,caldera_glaciale
legacy_index,enzimi_antipredatori_algali,,Enzimi Antipredatori Algali,T1,0,coverage_q4_2025,carapace_fase_variabile;mimetismo_cromatico_passivo,reef_luminescente
legacy_index,enzimi_chelanti,,Enzimi Chelanti,T1,1,controllo_psionico,filamenti_digestivi_compattanti;ventriglio_gastroliti,
legacy_index,enzimi_chelatori_rapidi,,Enzimi Chelatori Rapidi,T1,0,coverage_q4_2025,empatia_coordinativa;risonanza_di_branco,foresta_acida
legacy_index,enzimi_metanoossidanti,,Enzimi Metanoossidanti,T1,0,coverage_q4_2025,coda_frusta_cinetica;sangue_piroforico,abisso_vulcanico
legacy_index,epidermide_dielettrica,,Epidermide Dielettrica,T1,0,coverage_q4_2025,pianificatore;tattiche_di_branco,stratosfera_tempestosa
legacy_index,epitelio_fosforescente,,Epitelio Fosforescente,T1,0,coverage_q4_2025,mucillagine_simbionte_mangrovie;nodi_micorrizici_oracolari,reef_luminescente
legacy_index,filamenti_digestivi_compattanti,,Filamento materiali digeriti,T2,1,controllo_psionico,antenne_dustsense;appendici_thermotattiche;batteri_endosimbionti_chemio;branchie_solfatiche;carapace_segmenti_logici;circolazione_cooling_loop;coda_stabilizzatrice_filo;cuticole_cerose;enzimi_chelanti;flagelli_ancoranti;ghiandole_grafene;grassi_termici;luminescenza_aurorale;ventriglio_gastroliti,caverna_risonante;falde_magnetiche_psioniche
legacy_index,filamenti_magnetotrofi,,Filamenti Magnetotrofi,T1,0,coverage_q4_2025,scheletro_idro_regolante;struttura_elastica_amorfa,abisso_vulcanico
legacy_index,filamenti_superconduttivi,,Filamenti Superconduttivi,T1,0,coverage_q4_2025,focus_frazionato;sinapsi_coraline_polifoniche,caldera_glaciale
legacy_index,filamenti_termoconduzione,,Filamenti Termoconduzione,T1,0,coverage_q4_2025,coda_frusta_cinetica;zampe_a_molla,dorsale_termale_tropicale
legacy_index,filtri_planctonici,,Filtri Planctonici,T1,0,coverage_q4_2025,carapace_fase_variabile;mimetismo_cromatico_passivo,laguna_bioreattiva
legacy_index,flagelli_ancoranti,,Flagelli Ancoranti,T1,0,coverage_q4_2025,filamenti_digestivi_compattanti;ventriglio_gastroliti,laguna_bioreattiva
legacy_index,focus_frazionato,,Focus Frazionato,T1,1,controllo_psionico,ali_fulminee;antenne_plasmatiche_tempesta;antenne_waveguide;baffi_mareomotori;branchie_eoliche;capillari_fluoridici;cervelletto_equilibrio_statico;coda_balanciere;cuore_multicamera_bassa_pressione;echi_risonanti;filamenti_superconduttivi;frusta_fiammeggiante;ghiandole_eco_mappanti;ghiandole_resina_conduttiva;lamine_scudo_silice;midollo_antivibrazione,
legacy_index,foliage_fotocatodico,,Foliage Fotocatodico,T1,0,coverage_q4_2025,empatia_coordinativa;risonanza_di_branco,foresta_acida
legacy_index,foliaggio_spugna,,Foliaggio Spugna,T1,0,coverage_q4_2025,coda_frusta_cinetica;sangue_piroforico,mangrovieto_cinetico
legacy_index,frusta_fiammeggiante,,Frusta Fiammeggiante,T2,1,pathfinder_dataset,focus_frazionato;mantello_meteoritico,rovine_planari
legacy_index,ghiaccio_piezoelettrico,,Ghiaccio Piezoelettrico,T1,0,coverage_q4_2025,pianificatore;tattiche_di_branco,caldera_glaciale
legacy_index,ghiandola_caustica,,Ghiandola Caustica,T1,1,controllo_psionico,,
legacy_index,ghiandole_cambio_salino,,Ghiandole Cambio Salino,T1,0,coverage_q4_2025,mucillagine_simbionte_mangrovie;nodi_micorrizici_oracolari,laguna_bioreattiva
legacy_index,ghiandole_condensa_ozono,,Ghiandole Condensa Ozono,T1,0,coverage_q4_2025,scheletro_idro_regolante;struttura_elastica_amorfa,stratosfera_tempestosa
legacy_index,ghiandole_eco_mappanti,,Ghiandole Eco Mappanti,T1,0,coverage_q4_2025,focus_frazionato;sinapsi_coraline_polifoniche,caverna_risonante
legacy_index,ghiandole_fango_calde,,Ghiandole Fango Calde,T1,0,coverage_q4_2025,coda_frusta_cinetica;zampe_a_molla,abisso_vulcanico
legacy_index,ghiandole_fango_coesivo,,Ghiandole Fango Coesivo,T1,0,coverage_q4_2025,carapace_fase_variabile;mimetismo_cromatico_passivo,mangrovieto_cinetico
legacy_index,ghiandole_grafene,,Ghiandole Grafene,T1,0,coverage_q4_2025,filamenti_digestivi_compattanti;ventriglio_gastroliti,steppe_algoritmiche
legacy_index,ghiandole_inchiostro_luce,,Ghiandole Inchiostro Luce,T1,0,coverage_q4_2025,empatia_coordinativa;risonanza_di_branco,reef_luminescente
legacy_index,ghiandole_iodoattive,,Ghiandole Iodoattive,T1,0,coverage_q4_2025,coda_frusta_cinetica;sangue_piroforico,pianura_salina_iperarida
legacy_index,ghiandole_minerali,,Ghiandole Minerali,T1,0,coverage_q4_2025,pianificatore;tattiche_di_branco,dorsale_termale_tropicale
legacy_index,ghiandole_nebbia_acida,,Ghiandole Nebbia Acida,T1,0,coverage_q4_2025,mucillagine_simbionte_mangrovie;nodi_micorrizici_oracolari,foresta_acida
legacy_index,ghiandole_nebbia_ionica,,Ghiandole Nebbia Ionica,T1,0,coverage_q4_2025,scheletro_idro_regolante;struttura_elastica_amorfa,canopia_ionica
legacy_index,ghiandole_resina_conduttiva,,Ghiandole Resina Conduttiva,T1,0,coverage_q4_2025,focus_frazionato;sinapsi_coraline_polifoniche,canopia_ionica
legacy_index,ghiandole_ventosa,,Ghiandole Ventosa,T1,0,coverage_q4_2025,coda_frusta_cinetica;zampe_a_molla,caldera_glaciale
