trait_id,label_it,label_en,biome,morphotype,rules_count,species_count
capillari_fluoridici,Capillari Fluoridici,Capillari Fluoridici,foresta_acida,cursoriale_quadrupede,0,1
capillari_fotovoltaici,Capillari Fotovoltaici,Capillari Fotovoltaici,canopia_ionica,,1,1
capillari_fotovoltaici,Capillari Fotovoltaici,Capillari Fotovoltaici,canopia_ionica,cursoriale_quadrupede,0,1
capsule_paracadute,Capsule Paracadute,Capsule Paracadute,stratosfera_tempestosa,,1,1
capsule_paracadute,Capsule Paracadute,Capsule Paracadute,stratosfera_tempestosa,cursoriale_quadrupede,0,1
carapace_fase_variabile,Carapace a Variazione di Fase,Phase-Shifting Carapace,canopia_psionica_leggera,cursoriale_quadrupede,0,1
carapace_fase_variabile,Carapace a Variazione di Fase,Phase-Shifting Carapace,falde_magnetiche_psioniche,cursoriale_quadrupede,0,1
carapace_fase_variabile,Carapace a Variazione di Fase,Phase-Shifting Carapace,mezzanotte_orbitale,cursoriale_quadrupede,1,1
carapace_fase_variabile,Carapace a Variazione di Fase,Phase-Shifting Carapace,rovine_planari,cursoriale_quadrupede,0,1
carapace_fase_variabile,Carapace a Variazione di Fase,Phase-Shifting Carapace,rovine_planari,scavenger_corazzato,0,1
carapace_luminiscente_abissale,Carapace Luminiscente Abissale,Carapace Luminiscente Abissale,abisso_luminescente,cursoriale_quadrupede,0,1
carapace_segmenti_logici,Carapace Segmenti Logici,Carapace Segmenti Logici,steppe_algoritmiche,,1,1
carapace_segmenti_logici,Carapace Segmenti Logici,Carapace Segmenti Logici,steppe_algoritmiche,cursoriale_quadrupede,0,1
carapaci_ferruginosi,Carapaci Ferruginosi,Carapaci Ferruginosi,abisso_vulcanico,,1,1
carapaci_ferruginosi,Carapaci Ferruginosi,Carapaci Ferruginosi,abisso_vulcanico,cursoriale_quadrupede,0,1
cartilagine_flessotermica_venti,Cartilagine Flessotermica dei Venti,Cartilagine Flessotermica dei Venti,gole_ventose,cursoriale_quadrupede,0,1
cartilagini_biofibre,Cartilagini Biofibre,Cartilagini Biofibre,reef_luminescente,,1,1
cartilagini_biofibre,Cartilagini Biofibre,Cartilagini Biofibre,reef_luminescente,cursoriale_quadrupede,0,1
cartilagini_desertiche,Cartilagini Desertiche,Cartilagini Desertiche,pianura_salina_iperarida,,1,1
cartilagini_desertiche,Cartilagini Desertiche,Cartilagini Desertiche,pianura_salina_iperarida,cursoriale_quadrupede,0,1
cartilagini_flessoacustiche,Cartilagini Flessoacustiche,Cartilagini Flessoacustiche,caverna_risonante,,1,1
cartilagini_flessoacustiche,Cartilagini Flessoacustiche,Cartilagini Flessoacustiche,caverna_risonante,cursoriale_quadrupede,0,1
cartilagini_pseudometalliche,Cartilagini Pseudometalliche,Cartilagini Pseudometalliche,abisso_vulcanico,,1,1
cartilagini_pseudometalliche,Cartilagini Pseudometalliche,Cartilagini Pseudometalliche,abisso_vulcanico,cursoriale_quadrupede,0,1
cavita_risonanti_tundra,Cavità Risonanti della Tundra,Cavità Risonanti della Tundra,tundra_risonante,cursoriale_quadrupede,0,1
cervelletto_equilibrio_statico,Cervelletto Equilibrio Statico,Cervelletto Equilibrio Statico,canopia_ionica,,1,1
cervelletto_equilibrio_statico,Cervelletto Equilibrio Statico,Cervelletto Equilibrio Statico,canopia_ionica,cursoriale_quadrupede,0,1
chemiorecettori_bromuro,Chemiorecettori Bromuro,Chemiorecettori Bromuro,pianura_salina_iperarida,,1,1
chemiorecettori_bromuro,Chemiorecettori Bromuro,Chemiorecettori Bromuro,pianura_salina_iperarida,cursoriale_quadrupede,0,1
chioma_parassita_canopica,Chioma Parassita Canopica,Chioma Parassita Canopica,canopie_sospese,cursoriale_quadrupede,0,1
circolazione_bifasica,Circolazione Bifasica,Circolazione Bifasica,caldera_glaciale,,1,1
circolazione_bifasica,Circolazione Bifasica,Circolazione Bifasica,caldera_glaciale,cursoriale_quadrupede,0,1
circolazione_bifasica_palude,Circolazione Bifasica di Palude,Swamp Biphase Circulation,paludi_gas_luminescenti,cursoriale_quadrupede,0,1
circolazione_cooling_loop,Circolazione Cooling Loop,Circolazione Cooling Loop,steppe_algoritmiche,,1,1
circolazione_cooling_loop,Circolazione Cooling Loop,Circolazione Cooling Loop,steppe_algoritmiche,cursoriale_quadrupede,0,1
circolazione_doppia,Circolazione Doppia,Circolazione Doppia,dorsale_termale_tropicale,,1,1
circolazione_doppia,Circolazione Doppia,Circolazione Doppia,dorsale_termale_tropicale,cursoriale_quadrupede,0,1
circolazione_supercritica,Circolazione Supercritica,Circolazione Supercritica,abisso_vulcanico,,1,1
circolazione_supercritica,Circolazione Supercritica,Circolazione Supercritica,abisso_vulcanico,cursoriale_quadrupede,0,1
ciste_riduttive,Ciste Riduttive,Ciste Riduttive,laguna_bioreattiva,,1,1
ciste_riduttive,Ciste Riduttive,Ciste Riduttive,laguna_bioreattiva,cursoriale_quadrupede,0,1
ciste_salmastre,Ciste Salmastre,Ciste Salmastre,pianura_salina_iperarida,,1,1
ciste_salmastre,Ciste Salmastre,Ciste Salmastre,pianura_salina_iperarida,cursoriale_quadrupede,0,1
cisti_iperbariche,Cisti Iperbariche,Cisti Iperbariche,abisso_vulcanico,,1,1
cisti_iperbariche,Cisti Iperbariche,Cisti Iperbariche,abisso_vulcanico,cursoriale_quadrupede,0,1
coda_balanciere,Coda Balanciere,Coda Balanciere,caverna_risonante,,1,1
coda_balanciere,Coda Balanciere,Coda Balanciere,caverna_risonante,cursoriale_quadrupede,0,1
coda_contrappeso,Coda Contrappeso,Coda Contrappeso,mangrovieto_cinetico,,1,1
coda_contrappeso,Coda Contrappeso,Coda Contrappeso,mangrovieto_cinetico,cursoriale_quadrupede,0,1
coda_coppia_retroattiva,Coda Coppia Retroattiva,Coda Coppia Retroattiva,steppe_algoritmiche,,1,1
coda_coppia_retroattiva,Coda Coppia Retroattiva,Coda Coppia Retroattiva,steppe_algoritmiche,cursoriale_quadrupede,0,1
coda_frusta_cinetica,Coda a Frusta Cinetica,Kinetic Lash Tail,dorsale_termale_tropicale,cursoriale_quadrupede,1,2
coda_frusta_cinetica,Coda a Frusta Cinetica,Kinetic Lash Tail,falde_magnetiche_psioniche,cursoriale_quadrupede,0,1
coda_frusta_cinetica,Coda a Frusta Cinetica,Kinetic Lash Tail,orbita_psionica_inversa,cursoriale_quadrupede,0,1
coda_frusta_cinetica,Coda a Frusta Cinetica,Kinetic Lash Tail,rovine_planari,cursoriale_quadrupede,0,2
coda_stabilizzatrice_filo,Coda Stabilizzatrice Filo,Coda Stabilizzatrice Filo,canopia_ionica,,1,1
coda_stabilizzatrice_filo,Coda Stabilizzatrice Filo,Coda Stabilizzatrice Filo,canopia_ionica,cursoriale_quadrupede,0,1
coda_stabilizzatrice_geiser,Coda Stabilizzatrice Geiser,Coda Stabilizzatrice Geiser,dorsale_termale_tropicale,,1,1
coda_stabilizzatrice_geiser,Coda Stabilizzatrice Geiser,Coda Stabilizzatrice Geiser,dorsale_termale_tropicale,cursoriale_quadrupede,0,1
coda_stabilizzatrice_vortex,Coda Stabilizzatrice Vortex,Coda Stabilizzatrice Vortex,stratosfera_tempestosa,,1,1
coda_stabilizzatrice_vortex,Coda Stabilizzatrice Vortex,Coda Stabilizzatrice Vortex,stratosfera_tempestosa,cursoriale_quadrupede,0,1
colonne_vibromagnetiche,Colonne Vibromagnetiche,Colonne Vibromagnetiche,caverna_risonante,,1,1
colonne_vibromagnetiche,Colonne Vibromagnetiche,Colonne Vibromagnetiche,caverna_risonante,cursoriale_quadrupede,0,1
coralli_partner,Coralli Partner,Coralli Partner,reef_luminescente,,1,1
coralli_partner,Coralli Partner,Coralli Partner,reef_luminescente,cursoriale_quadrupede,0,1
criostasi_adattiva,Criostasi,Adaptive Cryostasis,canopia_psionica_leggera,cursoriale_quadrupede,0,1
criostasi_adattiva,Criostasi,Adaptive Cryostasis,mezzanotte_orbitale,volatore_planatore,1,1
criostasi_adattiva,Criostasi,Adaptive Cryostasis,orbita_psionica_inversa,cursoriale_quadrupede,0,1
cromofori_alert_acido,Cromofori Alert Acido,Cromofori Alert Acido,foresta_acida,,1,1
cromofori_alert_acido,Cromofori Alert Acido,Cromofori Alert Acido,foresta_acida,cursoriale_quadrupede,0,1
cuore_multicamera_bassa_pressione,Cuore Multicamera Bassa Pressione,Cuore Multicamera Bassa Pressione,stratosfera_tempestosa,,1,1
cuore_multicamera_bassa_pressione,Cuore Multicamera Bassa Pressione,Cuore Multicamera Bassa Pressione,stratosfera_tempestosa,cursoriale_quadrupede,0,1
cuscinetti_elettrostatici,Cuscinetti Elettrostatici,Cuscinetti Elettrostatici,pianura_salina_iperarida,,1,1
cuscinetti_elettrostatici,Cuscinetti Elettrostatici,Cuscinetti Elettrostatici,pianura_salina_iperarida,cursoriale_quadrupede,0,1
cute_resistente_sali,Cute Resistente Sali,Cute Resistente Sali,,,1,1
cute_resistente_sali,Cute Resistente Sali,Cute Resistente Sali,,cursoriale_quadrupede,0,1
cute_resistente_sali,Cute Resistente Sali,Cute Resistente Sali,badlands,,1,1
cute_resistente_sali,Cute Resistente Sali,Cute Resistente Sali,badlands,cursoriale_quadrupede,0,1
cute_resistente_sali,Cute Resistente Sali,Cute Resistente Sali,dorsale_termale_tropicale,volatore_planatore,0,1
cuticole_cerose,Cuticole Cerose,Cuticole Cerose,,,1,1
cuticole_cerose,Cuticole Cerose,Cuticole Cerose,,cursoriale_quadrupede,0,1
cuticole_cerose,Cuticole Cerose,Cuticole Cerose,abisso_vulcanico,cursoriale_quadrupede,0,1
cuticole_cerose,Cuticole Cerose,Cuticole Cerose,abisso_vulcanico,ingegnere_radicante,0,1
cuticole_cerose,Cuticole Cerose,Cuticole Cerose,abisso_vulcanico,scavenger_corazzato,0,1
cuticole_cerose,Cuticole Cerose,Cuticole Cerose,abisso_vulcanico,volatore_planatore,0,2
cuticole_cerose,Cuticole Cerose,Cuticole Cerose,mezzanotte_orbitale,volatore_planatore,0,1
cuticole_neutralizzanti,Cuticole Neutralizzanti,Cuticole Neutralizzanti,foresta_acida,,1,1
cuticole_neutralizzanti,Cuticole Neutralizzanti,Cuticole Neutralizzanti,foresta_acida,cursoriale_quadrupede,0,1
denti_chelatanti,Denti Chelatanti,Denti Chelatanti,foresta_acida,,1,1
denti_chelatanti,Denti Chelatanti,Denti Chelatanti,foresta_acida,cursoriale_quadrupede,0,1
denti_ossidoferro,Denti Ossidoferro,Denti Ossidoferro,abisso_vulcanico,,1,1
denti_ossidoferro,Denti Ossidoferro,Denti Ossidoferro,abisso_vulcanico,cursoriale_quadrupede,0,1
denti_silice_termici,Denti Silice Termici,Denti Silice Termici,dorsale_termale_tropicale,,1,1
denti_silice_termici,Denti Silice Termici,Denti Silice Termici,dorsale_termale_tropicale,cursoriale_quadrupede,0,1
denti_tuning_fork,Denti Tuning Fork,Denti Tuning Fork,caverna_risonante,,1,1
denti_tuning_fork,Denti Tuning Fork,Denti Tuning Fork,caverna_risonante,cursoriale_quadrupede,0,1
echi_risonanti,Echi Risonanti,Echi Risonanti,caverna_risonante,,1,1
echi_risonanti,Echi Risonanti,Echi Risonanti,caverna_risonante,cursoriale_quadrupede,0,1
eco_interno_riflesso,Riflesso dell'Eco Interno,Internal Echo Reflex,canopia_psionica_leggera,cursoriale_quadrupede,0,1
eco_interno_riflesso,Riflesso dell'Eco Interno,Internal Echo Reflex,dorsale_termale_tropicale,volatore_planatore,1,1
eco_interno_riflesso,Riflesso dell'Eco Interno,Internal Echo Reflex,falde_magnetiche_psioniche,cursoriale_quadrupede,0,1
eco_interno_riflesso,Riflesso dell'Eco Interno,Internal Echo Reflex,mezzanotte_orbitale,volatore_planatore,1,3
empatia_coordinativa,Empatia Coordinativa,Coordinated Empathy,foresta_miceliale,,1,3
empatia_coordinativa,Empatia Coordinativa,Coordinated Empathy,foresta_miceliale,scavenger_corazzato,0,2
empatia_coordinativa,Empatia Coordinativa,Coordinated Empathy,rovine_planari,cursoriale_quadrupede,0,1
empatia_coordinativa,Empatia Coordinativa,Coordinated Empathy,rovine_planari,volatore_planatore,0,2
enzimi_antifase_termica,Enzimi Antifase Termica,Enzimi Antifase Termica,caldera_glaciale,,1,1
enzimi_antifase_termica,Enzimi Antifase Termica,Enzimi Antifase Termica,caldera_glaciale,cursoriale_quadrupede,0,1
enzimi_antipredatori_algali,Enzimi Antipredatori Algali,Enzimi Antipredatori Algali,reef_luminescente,,1,1
enzimi_antipredatori_algali,Enzimi Antipredatori Algali,Enzimi Antipredatori Algali,reef_luminescente,cursoriale_quadrupede,0,1
enzimi_chelanti,Enzimi Chelanti,Enzimi Chelanti,,,1,1
enzimi_chelanti,Enzimi Chelanti,Enzimi Chelanti,,cursoriale_quadrupede,0,1
enzimi_chelanti,Enzimi Chelanti,Enzimi Chelanti,dorsale_termale_tropicale,volatore_planatore,0,1
enzimi_chelatori_rapidi,Enzimi Chelatori Rapidi,Enzimi Chelatori Rapidi,foresta_acida,,1,1
enzimi_chelatori_rapidi,Enzimi Chelatori Rapidi,Enzimi Chelatori Rapidi,foresta_acida,cursoriale_quadrupede,0,1
enzimi_metanoossidanti,Enzimi Metanoossidanti,Enzimi Metanoossidanti,abisso_vulcanico,,1,1
enzimi_metanoossidanti,Enzimi Metanoossidanti,Enzimi Metanoossidanti,abisso_vulcanico,cursoriale_quadrupede,0,1
epidermide_dielettrica,Epidermide Dielettrica,Epidermide Dielettrica,stratosfera_tempestosa,,1,1
epidermide_dielettrica,Epidermide Dielettrica,Epidermide Dielettrica,stratosfera_tempestosa,cursoriale_quadrupede,0,1
epitelio_fosforescente,Epitelio Fosforescente,Epitelio Fosforescente,reef_luminescente,,1,1
epitelio_fosforescente,Epitelio Fosforescente,Epitelio Fosforescente,reef_luminescente,cursoriale_quadrupede,0,1
filamenti_digestivi_compattanti,Filamenti Digestivi Compattanti,Digestive Compaction Filaments,caverna_risonante,cursoriale_quadrupede,0,1
filamenti_digestivi_compattanti,Filamenti Digestivi Compattanti,Digestive Compaction Filaments,dorsale_termale_tropicale,scavenger_corazzato,1,2
filamenti_digestivi_compattanti,Filamenti Digestivi Compattanti,Digestive Compaction Filaments,falde_magnetiche_psioniche,,1,2
filamenti_digestivi_compattanti,Filamenti Digestivi Compattanti,Digestive Compaction Filaments,falde_magnetiche_psioniche,cursoriale_quadrupede,0,1
filamenti_digestivi_compattanti,Filamenti Digestivi Compattanti,Digestive Compaction Filaments,falde_magnetiche_psioniche,scavenger_corazzato,0,1
filamenti_digestivi_compattanti,Filamenti Digestivi Compattanti,Digestive Compaction Filaments,foresta_miceliale,,1,2
filamenti_digestivi_compattanti,Filamenti Digestivi Compattanti,Digestive Compaction Filaments,foresta_miceliale,scavenger_corazzato,0,2
filamenti_digestivi_compattanti,Filamenti Digestivi Compattanti,Digestive Compaction Filaments,mezzanotte_orbitale,scavenger_corazzato,1,1
filamenti_magnetotrofi,Filamenti Magnetotrofi,Filamenti Magnetotrofi,abisso_vulcanico,,1,1
filamenti_magnetotrofi,Filamenti Magnetotrofi,Filamenti Magnetotrofi,abisso_vulcanico,cursoriale_quadrupede,0,1
filamenti_superconduttivi,Filamenti Superconduttivi,Filamenti Superconduttivi,caldera_glaciale,,1,1
filamenti_superconduttivi,Filamenti Superconduttivi,Filamenti Superconduttivi,caldera_glaciale,cursoriale_quadrupede,0,1
filamenti_termoconduzione,Filamenti Termoconduzione,Filamenti Termoconduzione,dorsale_termale_tropicale,,1,1
filamenti_termoconduzione,Filamenti Termoconduzione,Filamenti Termoconduzione,dorsale_termale_tropicale,cursoriale_quadrupede,0,1
filtri_planctonici,Filtri Planctonici,Filtri Planctonici,laguna_bioreattiva,,1,1
filtri_planctonici,Filtri Planctonici,Filtri Planctonici,laguna_bioreattiva,cursoriale_quadrupede,0,1
flagelli_ancoranti,Flagelli Ancoranti,Flagelli Ancoranti,laguna_bioreattiva,,1,1
flagelli_ancoranti,Flagelli Ancoranti,Flagelli Ancoranti,laguna_bioreattiva,cursoriale_quadrupede,0,1
focus_frazionato,Focus Frazionato,Fractional Focus,canopia_psionica_leggera,,1,1
focus_frazionato,Focus Frazionato,Fractional Focus,canopia_psionica_leggera,volatore_planatore,0,1
focus_frazionato,Focus Frazionato,Fractional Focus,foresta_miceliale,,1,1
focus_frazionato,Focus Frazionato,Fractional Focus,orbita_psionica_inversa,,1,1
focus_frazionato,Focus Frazionato,Fractional Focus,orbita_psionica_inversa,volatore_planatore,0,1
foliage_fotocatodico,Foliage Fotocatodico,Foliage Fotocatodico,foresta_acida,,1,1
foliage_fotocatodico,Foliage Fotocatodico,Foliage Fotocatodico,foresta_acida,cursoriale_quadrupede,0,1
foliaggio_spugna,Foliaggio Spugna,Foliaggio Spugna,mangrovieto_cinetico,,1,1
foliaggio_spugna,Foliaggio Spugna,Foliaggio Spugna,mangrovieto_cinetico,cursoriale_quadrupede,0,1
frusta_fiammeggiante,Frusta Fiammeggiante,Flame Lash,rovine_planari,cursoriale_quadrupede,0,1
ghiaccio_piezoelettrico,Ghiaccio Piezoelettrico,Ghiaccio Piezoelettrico,caldera_glaciale,,1,1
ghiaccio_piezoelettrico,Ghiaccio Piezoelettrico,Ghiaccio Piezoelettrico,caldera_glaciale,cursoriale_quadrupede,0,1
ghiandola_caustica,Ghiandola Caustica,Caustic Gland,foresta_miceliale,,1,1
ghiandole_cambio_salino,Ghiandole Cambio Salino,Ghiandole Cambio Salino,laguna_bioreattiva,,1,1
ghiandole_cambio_salino,Ghiandole Cambio Salino,Ghiandole Cambio Salino,laguna_bioreattiva,cursoriale_quadrupede,0,1
ghiandole_condensa_ozono,Ghiandole Condensa Ozono,Ghiandole Condensa Ozono,stratosfera_tempestosa,,1,1
ghiandole_condensa_ozono,Ghiandole Condensa Ozono,Ghiandole Condensa Ozono,stratosfera_tempestosa,cursoriale_quadrupede,0,1
ghiandole_eco_mappanti,Ghiandole Eco Mappanti,Ghiandole Eco Mappanti,caverna_risonante,,1,1
ghiandole_eco_mappanti,Ghiandole Eco Mappanti,Ghiandole Eco Mappanti,caverna_risonante,cursoriale_quadrupede,0,1
ghiandole_fango_calde,Ghiandole Fango Calde,Ghiandole Fango Calde,abisso_vulcanico,,1,1
ghiandole_fango_calde,Ghiandole Fango Calde,Ghiandole Fango Calde,abisso_vulcanico,cursoriale_quadrupede,0,1
ghiandole_fango_coesivo,Ghiandole Fango Coesivo,Ghiandole Fango Coesivo,mangrovieto_cinetico,,1,1
ghiandole_fango_coesivo,Ghiandole Fango Coesivo,Ghiandole Fango Coesivo,mangrovieto_cinetico,cursoriale_quadrupede,0,1
